Name,AttachLocator,AttachToParent,Beam,CameraShake,CameraShakeInReplay,CameraShakeTimeMS,DestroyWhenParentDies,DetachAfterStart,EmitterDelayMs,IsoLayer,Looping,LowEndMaxPitch,LowEndMinPitch,LowEndSound,LowEndVolume,MaxCount,MaxPitch,MinLifeTime,MinPitch,OffsetFromGunBone,OrientToParent,ParticleEmitter,PitchIncrease,SWF,SortInFrontOfParent,Sound,SoundDelay,StopSound,Targeted,Volume,ExportName,AltParticleEmitter
,,,,,,,,,0,,,,,,,,,,,,,DoubleCannon_fireBalls3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Doublecannon_lightFlash3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,DoubleCannon_fire1,,,,,,,,,,
Double Cannon Attack Medium,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_08.ogg,80,6,100,0,100,FALSE,FALSE,DoubleCannon_flash2,0,,FALSE,sfx/double_canon_fire_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,DoubleCannon_smoke2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,DoubleCannon_fireBalls2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Doublecannon_lightFlash2,,,,,,,,,,
Double Cannon Attack Small,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_08.ogg,80,6,100,0,100,FALSE,FALSE,DoubleCannon_flash,0,,FALSE,sfx/double_canon_fire_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,,,,,,DoubleCannon_smoke,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,DoubleCannon_fireBalls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Doublecannon_lightFlash,,,,,,,,,,
Double Cannon Pickup,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wall_pickup_01.ogg,80,0,102,0,98,FALSE,FALSE,Grass,0,,FALSE,sfx/double_canon_pickup_01.ogg,0,FALSE,FALSE,80,,
Double Cannon Placing,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_drop2.ogg,60,0,102,0,98,FALSE,FALSE,Place,0,,FALSE,sfx/double_canon_deploy_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
Dragon Attack,attack_pivot,TRUE,FALSE,0,FALSE,0,TRUE,TRUE,0,Top,FALSE,105,95,sfx/dragon_attack_01.ogg,60,0,105,0,95,FALSE,FALSE,dragonFire,0,,FALSE,sfx/dragon_attack_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,,,,,,dragonFireAdd,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,dragonSpark,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,dragonFireAddStart,,,,,,,,,,
Dragon Deploy,,FALSE,FALSE,20,FALSE,200,FALSE,FALSE,,None,FALSE,75,75,sfx/gob_attack_01.ogg,40,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/dragon_deploy_01.ogg,0,FALSE,FALSE,90,,
Dragon Die,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,105,95,sfx/dragon_die_01.ogg,60,0,105,0,95,FALSE,FALSE,SplatBig,0,,FALSE,sfx/dragon_die_01.ogg,0,FALSE,FALSE,90,,
Dragon Hit,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,,100,0,,0,,FALSE,FALSE,,0,,FALSE,,0,FALSE,FALSE,,,
Dragon Statue Click,,TRUE,FALSE,0,FALSE,0,TRUE,TRUE,0,Top,FALSE,105,95,sfx/dragon_attack_01.ogg,60,0,105,0,95,FALSE,FALSE,dragonStatueFire,0,,FALSE,sfx/dragon_attack_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,,,,,,dragonStatueFireAdd,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,dragonStatueSpark,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,dragonStatueFireAddStart,,,,,,,,,,
Duel Notification,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,Objects,FALSE,100,100,,100,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/duel_notification_01.ogg,0,FALSE,FALSE,70,,
EarthQuake_deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,80,80,sfx/explosion_02.ogg,90,0,97,0,97,FALSE,FALSE,Earthquake_debrisSide,0,,FALSE,sfx/vial_earthquake_hit_gound_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_debris,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_dust,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_rangeRing1_top,,,,,,,,,,
EarthQuake_deploy_0,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,80,80,sfx/explosion_02.ogg,90,0,97,0,97,FALSE,FALSE,Earthquake_debrisSide,0,,FALSE,sfx/vial_earthquake_hit_gound_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_debris,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_dust,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_rangeRing0_top,,,,,,,,,,
EarthQuake_deploy_2,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,80,80,sfx/explosion_02.ogg,90,0,97,0,97,FALSE,FALSE,Earthquake_debrisSide,0,,FALSE,sfx/vial_earthquake_hit_gound_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_debris,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_dust,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_rangeRing2_top,,,,,,,,,,
EarthQuake_deploy_3,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,80,80,sfx/explosion_02.ogg,90,0,97,0,97,FALSE,FALSE,Earthquake_debrisSide,0,,FALSE,sfx/vial_earthquake_hit_gound_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_debris,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_dust,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_rangeRing3_top,,,,,,,,,,
EarthQuake_deploy_4,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,80,80,sfx/explosion_02.ogg,90,0,97,0,97,FALSE,FALSE,Earthquake_debrisSide,0,,FALSE,sfx/vial_earthquake_hit_gound_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_debris,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_dust,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_rangeRing4_top,,,,,,,,,,
EarthQuake_deploy_5,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,80,80,sfx/explosion_02.ogg,90,0,97,0,97,FALSE,FALSE,Earthquake_debrisSide,0,,FALSE,sfx/vial_earthquake_hit_gound_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_debris,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_dust,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_rangeRing5_top,,,,,,,,,,
EarthQuake_deploy_ground,,FALSE,FALSE,30,TRUE,3000,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Earthquake_rangeRing1,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackDarken,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crack,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackCenter,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stoneStatic,,,,,,,,,,
EarthQuake_deploy_ground_0,,FALSE,FALSE,30,TRUE,3000,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Earthquake_rangeRing0,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackDarken,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crack,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackCenter,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stoneStatic,,,,,,,,,,
EarthQuake_deploy_ground_2,,FALSE,FALSE,30,TRUE,3000,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Earthquake_rangeRing2,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackDarken,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crack,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackCenter,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stoneStatic,,,,,,,,,,
EarthQuake_deploy_ground_3,,FALSE,FALSE,30,TRUE,3000,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Earthquake_rangeRing3,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackDarken,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crack,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackCenter,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stoneStatic,,,,,,,,,,
EarthQuake_deploy_ground_4,,FALSE,FALSE,30,TRUE,3000,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Earthquake_rangeRing4,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackDarken,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crack,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackCenter,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stoneStatic,,,,,,,,,,
EarthQuake_deploy_ground_5,,FALSE,FALSE,30,TRUE,3000,FALSE,FALSE,0,Ground,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Earthquake_rangeRing5,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackDarken,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crack,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_crackCenter,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Earthquake_stoneStatic,,,,,,,,,,
Earthquake_Predeploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,140,140,sfx/elixir_collect_02.ogg,50,0,95,0,95,FALSE,FALSE,Earthquake_bottleDrop,0,,FALSE,sfx/vial_fall_02.ogg,0,FALSE,FALSE,80,,
Electro Dragon Attack,attack_pivot,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,10,105,0,95,FALSE,FALSE,electro_dragon_attack_02,0,,FALSE,sfx/electro_dragon_sfx_atk_02.ogg,0,FALSE,TRUE,90,,
Electro Dragon Attack Chain,,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,16,100,0,90,FALSE,FALSE,electro_dragon_attack_01,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
Electro Dragon Deploy,,FALSE,FALSE,20,FALSE,200,FALSE,FALSE,,None,FALSE,100,100,sfx/electro_dragon_sfx_dep_01.ogg,90,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/electro_dragon_sfx_dep_01.ogg,0,FALSE,FALSE,90,,
Electro Dragon Pre Attack,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,sfx/electro_dragon_sfx_atk_01.ogg,50,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/electro_dragon_sfx_atk_01.ogg,0,TRUE,FALSE,50,,
Electro Dragon Wings,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,sfx/electro_dragon_sfx_wing_01.ogg,30,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/electro_dragon_sfx_wing_01.ogg,0,FALSE,FALSE,30,,
Elite Valkyrie Rage deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,80,70,sfx/explosion_02.ogg,80,0,75,0,75,FALSE,FALSE,eliteValkyrieRage_rangeRing3,0,,FALSE,sfx/bottle_rage_magic_07v2.ogg,0,FALSE,FALSE,63,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_rangeRing1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_glowPurple,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_flyingLine1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_rangeRingOutter,,,,,,,,,,
Elite Valkyrie Rage deploy top,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,eliteValkyrieRage_smokeRing,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_flyingLine2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_flyingLine3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_flyingLine4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_flyingLine2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_flyingLine3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_glowParticles,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_smokeRing4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_smokeRing2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_smokeRing5,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_smokeRing3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,eliteValkyrieRage_glowParticles2,,,,,,,,,,
Elixir Pump Pickup,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wall_pickup_01.ogg,80,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/elixir_pump_pickup_07.ogg,0,FALSE,FALSE,80,,
Elixir Pump Placing,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_drop2.ogg,60,0,100,0,100,FALSE,FALSE,Place,0,,FALSE,sfx/elixir_pump_drop_03.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
Elixir Storage Destroyed,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,95,85,sfx/building_destroyed_01.ogg,80,0,95,0,85,FALSE,FALSE,Elixir Storage Destroyed,0,,FALSE,sfx/building_destroyed_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Smoke,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
Elixir Storage Pickup,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wall_pickup_01.ogg,80,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/elixir_storage_pickup_04.ogg,0,FALSE,FALSE,80,,
Elixir Storage Placing,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_drop2.ogg,60,0,100,0,100,FALSE,FALSE,Place,0,,FALSE,sfx/elixir_storage_drop_02.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
Elprimo Attack,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,110,90,sfx/giant_attack_06.ogg,70,0,102,0,98,FALSE,FALSE,,0,,FALSE,sfx/primo_punch_02.ogg,0,FALSE,FALSE,60,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,sfx/primo_punch_03.ogg,,,,1,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,sfx/primo_punch_03.ogg,,,,60,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,sfx/primo_punch_01.ogg,,,,1,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,sfx/primo_punch_03.ogg,,,,1,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,sfx/primo_punch_01.ogg,,,,60,,
Elprimo Deploy,,FALSE,FALSE,20,FALSE,200,FALSE,FALSE,0,Objects,FALSE,75,75,sfx/gob_attack_01.ogg,40,0,102,0,98,FALSE,FALSE,Deploy,0,,FALSE,sfx/elprimo_dep_02.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,102,,98,,,Grass,,,,sfx/elprimo_dep_01.ogg,,,,70,,
,,,,,,,,,0,,,,,,,,102,,98,,,Place,,,,sfx/elprimo_dep_03.ogg,,,,70,,
Elprimo Die,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,70,65,sfx/barbarian_death_01.ogg,60,0,105,0,95,FALSE,FALSE,SplatBig,0,,FALSE,sfx/lp_death_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,,,,,,,,,105,,95,,,,,,,sfx/lp_death_02.ogg,,,,70,,
Embers,,TRUE,FALSE,0,FALSE,0,TRUE,FALSE,0,Top,TRUE,100,100,,100,30,,0,,FALSE,FALSE,EmberParticles,0,,FALSE,,0,FALSE,FALSE,,,
Enemy growth aura,,FALSE,FALSE,0,FALSE,0,TRUE,FALSE,0,Ground,TRUE,100,100,,100,0,,0,,FALSE,FALSE,enemy_growth_aura_ring,0,,FALSE,,0,FALSE,FALSE,,,
exBomb Exposion,,FALSE,FALSE,50,TRUE,500,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/explosion_02.ogg,60,0,100,0,100,FALSE,FALSE,Smoke,0,,FALSE,sfx/explosion_02.ogg,0,FALSE,FALSE,60,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Ring,,,,,,,,,,
Explosive Arrow,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,120,120,sfx/mage_attack_02.ogg,50,0,100,0,100,FALSE,FALSE,Explosive_arrow2,0,,FALSE,sfx/explosive_arrow_01v2.ogg,0,FALSE,FALSE,65,,
,,,,,,,,,0,,,,,,,,,,,,,Arrow_Tower_lightFlash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Hit,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,DefenceHit,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosive_arrow,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Arrow_Tower_lightFlash,,,,,,,,,,
Fireworks_01,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wizard_hit_01.ogg,65,0,100,0,100,FALSE,FALSE,Fireworks_burst,0,,FALSE,sfx/air_def_hit_02.ogg,0,FALSE,FALSE,65,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_burst_slow,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_aftersparkle,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_smoke,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit4,,,,,,,,,,
Fireworks_remove_01,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wizard_hit_01.ogg,65,0,100,0,100,FALSE,FALSE,Fireworks_burst,0,,FALSE,sfx/air_def_hit_02.ogg,0,FALSE,FALSE,65,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_burst_slow,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_aftersparkle,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_smoke,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_confetti,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fireworks_burst_02,,,,,,,,,,
Fireworks_tap_01,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wizard_hit_01.ogg,65,0,100,0,100,FALSE,FALSE,Smoke,0,,FALSE,sfx/air_def_hit_02.ogg,0,FALSE,FALSE,65,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit4,,,,,,,,,,
Flamer_attack,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,,Objects,FALSE,105,95,sfx/mortar_fire_02_with_fall.ogg,70,0,102,0,98,FALSE,FALSE,,0,,FALSE,sfx/multi_mortar_fire_01.ogg,0,FALSE,FALSE,90,,
Flamer_hit1-3,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,105,95,sfx/mortar_hit_01.ogg,60,0,105,0,95,FALSE,FALSE,Flamer_burn1-3,0,,FALSE,sfx/bomb_tower_hit_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_fire_balls1-3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_hit_spark1-3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_dustring1-3,,,,,,,,,,
Flamer_hit4-6,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,105,95,sfx/mortar_hit_01.ogg,60,0,105,0,95,FALSE,FALSE,Flamer_burn4-6,0,,FALSE,sfx/bomb_tower_hit_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_fire_balls4-6,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_hit_spark4-6,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_dustring4-6,,,,,,,,,,
Flamer_hit7-8,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,105,95,sfx/mortar_hit_01.ogg,60,0,105,0,95,FALSE,FALSE,Flamer_burn7-8,0,,FALSE,sfx/bomb_tower_hit_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_fire_balls7-8,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_hit_spark7-8,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Flamer_dustring7-8,,,,,,,,,,
Flamer_trail1-3,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,TRUE,100,100,,100,6,,0,,FALSE,FALSE,Flamer_trail1-3,0,,FALSE,,0,FALSE,FALSE,,,
Flamer_trail4-6,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,TRUE,100,100,,100,6,,0,,FALSE,FALSE,Flamer_trail4-6,0,,FALSE,,0,FALSE,FALSE,,,
Flamer_trail7-8,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,TRUE,100,100,,100,6,,0,,FALSE,FALSE,Flamer_trail7-8,0,,FALSE,,0,FALSE,FALSE,,,
Flower Pickup,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,None,FALSE,100,100,sfx/wall_pickup_01.ogg,60,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/bush2.ogg,0,FALSE,FALSE,80,,
Fortune_remove_01,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/coins_collect_01.ogg,70,0,100,0,100,FALSE,FALSE,gold_burst_02,0,,FALSE,sfx/coins_collect_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,,,,,,gold_confetti_01,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Wizard_Tower_lightFlash2,,,,,,,,,,
Fortune_tap_01,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/coins_collect_01.ogg,70,0,100,0,100,FALSE,FALSE,gold_burst_01,0,,FALSE,sfx/coins_collect_01.ogg,0,FALSE,FALSE,70,,
Freeze deploy lvl1,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,55,55,sfx/mage_attack_02.ogg,70,0,90,0,90,FALSE,FALSE,Freeze_glow_blue_lvl1,0,,FALSE,sfx/freeze_spell_01.ogg,0,FALSE,FALSE,80,,
