Name,ParticleCount,EmissionTime,MinLife,MaxLife,MinHorizAngle,MaxHorizAngle,MinVertAngle,MaxVertAngle,MinSpeed,MaxSpeed,StartX,StartY,StartZ,TargetedEndZ,Gravity,OrientToMovement,OrientToParentType,BounceFromGround,IsIsoParticle,IsoLayer,ParticleSwf,ParticleExportName,AdditiveBlend,Inertia,Slowdown,StartScale,EndScale,MinRotate,MaxRotate,ParticleFadeOutTime,ScaleTimeline,FadeInTime,FadeOutTime,StartAngleMin,StartAngleMax,ScaleRandomMin,ScaleRandomMax,Alpha,OrientToParent,StartRadiusMin,StartRadiusMax,StartRadius
e_bk_MilitarySkin_ImpactRing,1,1,200,200,0,360,0,360,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/hero_bk_military_dl_opt.sc,vfx_bk_MilitarySkin_RingImpact,TRUE,0,0,25,250,0,0,300,FALSE,0,100,0,360,80,100,100,,1,1,
e_chr_DarkOrb_BuildingCloudFall,20,1000,1000,3000,0,360,0,360,1,100,0,0,200,0,200,FALSE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_CloudA,TRUE,40,0,10,100,-100,100,500,TRUE,0,0,-120,120,80,120,100,,50,80,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_DarkOrb_CloudB,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_DarkOrb_CloudC,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_DarkOrb_CloudA,3,3,400,1200,0,360,0,360,5,100,0,0,0,0,0,TRUE,DirectionVector,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_CloudA,FALSE,5,0,50,150,-5,5,500,FALSE,100,0,-189,180,25,75,50,,15,50,
e_chr_DarkOrb_CloudA_Big,5,4,2000,2000,0,360,0,360,5,100,0,0,0,0,0,TRUE,DirectionVector,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_CloudC,TRUE,5,0,200,500,-5,5,500,FALSE,100,0,-189,180,100,150,50,,0,300,
e_chr_DarkOrb_CloudB,3,3,400,1200,0,360,0,360,5,100,0,0,0,0,0,TRUE,DirectionVector,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_CloudB,TRUE,5,0,200,500,-5,5,500,FALSE,100,0,-189,180,15,25,50,,25,50,
e_chr_DarkOrb_CloudC,3,3,400,1200,0,360,0,360,5,100,0,0,0,0,0,TRUE,DirectionVector,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_CloudC,TRUE,5,0,50,150,-5,5,500,FALSE,100,0,-189,180,50,100,50,,25,100,
e_chr_DarkOrb_CloudCombined,10,100,500,1000,0,360,0,360,125,250,0,0,0,0,0,TRUE,DirectionVector,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_CloudA,FALSE,5,0,125,250,-5,5,500,FALSE,100,0,-189,180,50,100,25,,50,125,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_DarkOrb_CloudC,FALSE,,,,,,,,,,,,,,,,,,,
e_chr_DarkOrb_CloudCombined_Dense,15,1000,125,1000,0,360,0,360,25,100,0,0,0,0,-100,FALSE,DirectionVector,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_CloudA,FALSE,15,5,85,125,-5,5,500,FALSE,250,0,-189,180,50,100,35,,0,75,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_DarkOrb_CloudC,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_DarkOrb_CloudB,FALSE,,,,,,,,,,,,,,,,,,,
e_chr_DarkOrb_CloudRing,15,100,250,500,0,360,0,360,25,250,0,0,0,0,0,TRUE,DirectionVector,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_CloudA,TRUE,5,0,50,125,-5,5,500,FALSE,100,0,-189,180,25,100,100,,5,50,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_DarkOrb_CloudC,FALSE,,,,,,,,,,,,,,,,,,,
e_chr_DarkOrb_Crystaltrail,2,75,200,800,0,360,-90,90,5,125,0,0,0,0,0,TRUE,DirectionVector,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Glow,TRUE,0,0,1,15,-5,5,100,FALSE,25,0,-180,180,25,90,100,,0,85,
e_chr_DarkOrb_Glow,1,1,500,500,0,360,0,0,0,0,0,0,0,0,0,TRUE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Glow,TRUE,0,0,250,0,-5,5,100,FALSE,100,250,-180,180,100,100,50,,0,85,
e_chr_DarkOrb_GlowFast,1,1,250,205,0,360,0,0,0,0,0,0,0,0,0,TRUE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Glow,TRUE,0,0,0,250,-5,5,100,FALSE,100,250,-180,180,100,100,50,,0,85,
e_chr_DarkOrb_GlowSmall,1,1,400,400,0,360,0,0,0,0,0,0,0,0,0,TRUE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Glow,TRUE,0,0,200,0,-5,5,100,FALSE,100,250,-180,180,100,100,45,,0,0,
e_chr_DarkOrb_GlowStatic,1,1,600,600,0,360,0,0,0,0,0,0,0,0,0,TRUE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Glow,TRUE,0,0,1000,1000,-5,5,500,FALSE,100,0,-180,180,100,100,25,,0,85,
e_chr_DarkOrb_IceShardBurst,25,1,500,800,15,165,15,165,125,1500,0,0,0,0,1500,FALSE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Spark,TRUE,0,0,50,1,0,25,25,TRUE,5,500,0,360,25,110,100,,125,350,
e_chr_DarkOrb_IceShardBurstSmall,10,1,500,1000,15,165,15,165,50,1500,0,0,0,0,1500,FALSE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Spark,TRUE,5,250,50,1,0,25,25,TRUE,5,500,0,360,25,110,100,,0,150,
e_chr_DarkOrb_IceSparks,12,2000,200,300,0,360,0,180,1,1,0,0,-75,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Spark,TRUE,0,0,75,1,0,25,25,TRUE,5,500,-25,25,50,100,100,,125,500,
e_chr_DarkOrb_Portal,1,1,800,800,0,0,0,0,0,0,0,0,0,0,0,FALSE,HorizontalAngle,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Portal,FALSE,0,0,100,100,0,0,500,TRUE,0,200,0,0,100,100,100,,0,0,
e_chr_DarkOrb_PortalBubbles,3,25,800,800,0,360,0,360,10,100,0,0,0,0,0,FALSE,HorizontalAngle,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_DarkBubble,FALSE,0,0,15,50,0,0,500,FALSE,100,200,0,0,25,100,100,,25,50,
e_chr_DarkOrb_PortalBubbles2,3,125,300,800,0,360,0,360,10,500,0,0,0,0,-100,FALSE,HorizontalAngle,FALSE,TRUE,Object,sc/characters.sc,vfx_chr_DarkOrb_DarkBubble,FALSE,0,0,25,0,0,0,125,TRUE,100,200,0,0,25,125,100,,0,25,
e_chr_DarkOrb_Rays,1,1,200,200,0,360,0,0,0,0,0,0,0,0,0,TRUE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Rays,TRUE,0,0,50,250,-5,5,0,FALSE,0,0,0,0,100,100,50,,0,85,
e_chr_DarkOrb_RaysSmall,1,1,250,250,0,360,0,0,0,0,0,0,0,0,0,TRUE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Rays,TRUE,0,0,25,85,-5,5,0,FALSE,0,0,0,0,100,100,50,,0,85,
e_chr_DarkOrb_sparks,1,75,200,800,0,360,0,75,125,125,0,0,0,0,0,TRUE,Disabled,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Glow,FALSE,0,0,1,25,-5,5,100,FALSE,25,0,-180,180,50,90,100,,0,85,
e_chr_DarkOrb_Streaks,3,5,100,200,0,360,35,150,500,1500,0,0,-50,0,0,TRUE,DirectionVector,FALSE,FALSE,Object,sc/characters.sc,vfx_chr_DarkOrb_Streak,FALSE,0,0,0,100,-5,5,100,FALSE,25,0,0,0,15,25,100,,0,100,
e_chr_DarkOrb_SummonPortal,1,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,FALSE,HorizontalAngle,FALSE,TRUE,Ground,sc/characters.sc,vfx_chr_DarkOrb_SummonPortal,FALSE,0,0,10,12,0,0,100,FALSE,0,200,0,0,100,100,100,,0,0,
e_chr_gw_fireball_EmberBurst,25,0,250,1500,0,360,15,165,500,2500,0,0,0,0,1500,TRUE,Disabled,TRUE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Ember01,TRUE,1,0,100,0,0,0,0,TRUE,0,0,0,0,15,100,85,,0,100,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember03,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember04,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_gw_fireball_EmberBurst2,15,0,500,1500,0,360,15,175,125,1000,0,0,0,0,500,TRUE,Disabled,TRUE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Ember01,TRUE,1,0,50,0,0,0,0,TRUE,0,0,0,0,15,100,85,,0,100,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember03,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember04,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_gw_fireball_EmberBurst2_lvl2,15,0,500,1500,0,360,15,175,125,1000,0,0,0,0,500,TRUE,Disabled,TRUE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Ember01,TRUE,1,0,50,0,0,0,0,TRUE,0,0,0,0,15,100,85,,0,100,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_PurpleEmber01,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_PurpleEmber02,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_gw_fireball_EmberBurst_lvl2,25,0,250,1500,0,360,15,165,500,2500,0,0,0,0,1500,TRUE,Disabled,TRUE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Ember01,TRUE,1,0,100,0,0,0,0,TRUE,0,0,0,0,15,100,85,,0,100,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_PurpleEmber02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_PurpleEmber01,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_gw_fireball_EmberBurst_lvl3,50,0,250,1500,0,360,15,165,500,2500,0,0,0,0,1500,TRUE,Disabled,TRUE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Ember01,TRUE,1,0,100,0,0,0,0,TRUE,0,0,0,0,15,100,85,,0,100,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_PurpleEmber01,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_PurpleEmber02,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_gw_fireball_Explosion,1,1,800,800,0,0,0,0,1,1,0,0,-200,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/vfx_character.sc,vfx_chr_GW_Explosion,FALSE,1,0,300,350,0,0,800,TRUE,0,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_FireRing,1,1,500,500,0,0,0,0,1,1,0,0,0,0,-100,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_Ring,TRUE,1,0,300,400,0,0,1000,TRUE,0,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_flames,1,1,300,800,0,360,0,0,1,1,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/vfx_character.sc,vfx_chr_GW_SmokeA,FALSE,0,0,0,50,0,0,10,FALSE,0,0,-180,180,100,100,100,,0,10,
e_chr_gw_fireball_Glow,3,0,500,1000,0,0,0,0,1,1,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Glow,TRUE,0,0,50,500,-25,50,500,TRUE,0,0,-180,180,50,100,25,,0,25,
e_chr_gw_fireball_Glow2,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Glow,TRUE,0,0,50,250,0,0,10,TRUE,0,0,-180,180,100,100,50,,0,25,
e_chr_gw_fireball_Glow3,1,0,150,150,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Glow,TRUE,0,0,5,250,0,0,10,TRUE,0,0,-180,180,100,100,25,,0,25,
e_chr_gw_fireball_GlowPurple,3,0,300,300,0,0,0,0,1,1,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Glow2,TRUE,0,0,50,500,-25,50,500,TRUE,0,0,-180,180,50,100,25,,0,25,
e_chr_gw_fireball_GlowPurple2,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Glow2,TRUE,0,0,50,250,0,0,10,TRUE,0,0,-180,180,100,100,50,,0,25,
e_chr_gw_fireball_ImpactCrater,1,1,50000,50000,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Ground,sc/vfx_character.sc,vfx_chr_gw_crater,FALSE,0,0,100,100,0,0,0,TRUE,0,0,0,0,100,100,85,,0,0,
e_chr_gw_fireball_ImpactCrater2,1,1,50000,50000,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Ground,sc/vfx_character.sc,vfx_chr_gw_crater2,FALSE,0,0,100,100,0,0,0,TRUE,0,0,0,0,100,100,85,,0,0,
e_chr_gw_fireball_ImpactSparks,5,0,250,250,0,0,0,0,0,0,0,0,50,0,-1000,FALSE,Disabled,TRUE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_ImpactShape01,TRUE,0,0,0,300,0,0,500,TRUE,0,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_ImpactSparks2,1,0,250,250,0,0,0,0,0,0,0,0,0,0,-1000,FALSE,Disabled,TRUE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_ImpactShape01,FALSE,0,0,0,50,0,0,0,TRUE,0,0,0,360,100,100,100,,0,0,
e_chr_gw_fireball_Ring01,1,1,500,500,0,0,0,0,1,1,0,0,0,0,-100,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_Ring,TRUE,1,0,300,400,0,0,1000,TRUE,0,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_Ring02,1,1,500,500,0,0,0,0,1,1,0,0,100,0,0,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_Ring,TRUE,1,0,100,100,0,0,1000,TRUE,0,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_Ring03,1,1,500,500,0,0,0,0,1,1,0,0,280,0,0,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_Ring,TRUE,1,0,300,300,0,0,1000,TRUE,100,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_Ring04,1,1,500,500,0,0,0,0,1,1,0,0,400,0,0,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_Ring,TRUE,1,0,200,200,0,0,1000,TRUE,100,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_Ring05,1,1,250,250,0,0,0,0,1,1,0,0,0,0,-500,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vrx_chr_gw_CircleRing,TRUE,1,0,0,125,0,0,125,TRUE,100,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_Ring06,1,1,250,250,0,0,0,0,1,1,0,0,0,0,-500,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vrx_chr_gw_CircleRing,TRUE,1,0,0,800,0,0,500,TRUE,100,0,0,0,100,100,50,,0,0,
e_chr_gw_fireball_RingPurple01,1,1,500,500,0,0,0,0,1,1,0,0,0,0,-100,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_Ring2,TRUE,1,0,300,400,0,0,1000,TRUE,0,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_RingPurple03,1,1,500,500,0,0,0,0,1,1,0,0,280,0,0,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vfx_chr_GW_Ring,TRUE,1,0,300,300,0,0,1000,TRUE,100,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_RingPurple05,1,1,250,250,0,0,0,0,1,1,0,0,0,0,-500,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vrx_chr_gw_CircleRing2,TRUE,1,0,0,125,0,0,125,TRUE,100,0,0,0,100,100,100,,0,0,
e_chr_gw_fireball_RingPurple06,1,1,250,250,0,0,0,0,1,1,0,0,0,0,-500,FALSE,Disabled,FALSE,TRUE,Object,sc/vfx_character.sc,vrx_chr_gw_CircleRing2,TRUE,1,0,0,800,0,0,500,TRUE,100,0,0,0,100,100,50,,0,0,
e_chr_gw_fireball_ScorchMark,1,1,4000,4000,0,0,0,0,0,0,-35,0,-50,0,0,FALSE,Disabled,FALSE,TRUE,Ground,sc/vfx_character.sc,vfx_chr_GW_Scorchmark,FALSE,0,0,375,375,0,0,1000,FALSE,0,1500,0,0,100,100,55,,0,0,
e_chr_gw_fireball_ScorchMark_lvl2,1,1,4000,4000,0,0,0,0,0,0,-35,0,-50,0,0,FALSE,Disabled,FALSE,TRUE,Ground,sc/vfx_character.sc,vfx_chr_GW_Scorchmark,FALSE,0,0,400,400,0,0,1000,FALSE,0,1500,0,0,100,100,55,,0,0,
e_chr_gw_fireball_ScorchMark_lvl3,1,1,4000,4000,0,0,0,0,0,0,-35,0,-50,0,0,FALSE,Disabled,FALSE,TRUE,Ground,sc/vfx_character.sc,vfx_chr_GW_Scorchmark,FALSE,0,0,550,550,0,0,1000,FALSE,0,1500,0,0,100,100,55,,0,0,
e_chr_gw_fireball_Smoke,3,50,600,750,0,360,0,360,1,1,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/vfx_character.sc,vfx_chr_GW_SmokeA,FALSE,0,0,200,300,-25,50,250,TRUE,25,500,-180,180,35,100,60,,25,50,
e_chr_gw_fireball_Smoke02,15,500,800,1200,0,360,45,125,1000,1000,0,0,0,0,-100,FALSE,Disabled,FALSE,TRUE,Top,sc/vfx_character.sc,vfx_chr_GW_SmokeB,FALSE,25,0,250,500,-25,100,300,TRUE,500,100,-336,200,85,125,25,,100,500,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_SmokeC,FALSE,,,,,,,,,,,,,,,,,,,
e_chr_gw_fireball_SmokeImpact,2,125,750,750,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/vfx_character.sc,vfx_chr_gw_SmokeImpact,FALSE,0,0,400,400,0,0,500,TRUE,0,0,0,0,100,100,75,,0,0,
e_chr_gw_fireball_SmokeImpact2,2,125,750,750,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/vfx_character.sc,vfx_chr_gw_SmokeImpact2,FALSE,0,0,400,400,0,0,500,TRUE,0,0,0,0,100,100,75,,0,0,
e_chr_icegolem_hitGlow,1,1,125,125,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/vfx_spells.sc,vfx_spell_freeze_GlowGround,FALSE,0,0,0,125,0,0,0,TRUE,0,0,0,0,100,100,25,,0,0,
e_chr_icegolem_HitSparks,5,0,125,1500,0,360,0,360,1,500,0,0,0,0,1000,FALSE,Disabled,TRUE,FALSE,Object,sc/vfx_spells.sc,fx_spell_Freeze_Shard,TRUE,0,0,75,1,0,25,25,TRUE,5,500,-25,25,50,100,100,,0,0,
e_chr_iceGolem_hitSpike,1,1,150,150,0,0,0,0,0,1,0,0,0,0,0,TRUE,Disabled,FALSE,FALSE,Object,sc/vfx_spells.sc,fx_spell_Freeze_Splinter,FALSE,0,0,10,80,-15,15,0,FALSE,0,0,0,360,85,110,100,,0,0,
e_chr_militaryskin_AttackGlow,3,10,500,500,0,360,0,360,5,25,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryskin_glow01,TRUE,0,0,100,200,0,0,500,TRUE,25,5,0,0,35,100,25,,0,50,
e_chr_militaryskin_AttackGlow2,1,0,125,125,0,0,0,0,1,1,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryskin_glow01,TRUE,0,0,0,250,0,0,100,TRUE,25,5,0,0,100,100,25,,0,0,
e_chr_militaryskin_AttackSourceEmbers,50,100,125,500,0,360,0,360,125,500,0,0,0,0,980,TRUE,Disabled,FALSE,FALSE,Object,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryEmber01,TRUE,0,0,50,0,0,0,500,TRUE,25,5,0,0,35,150,100,,0,100,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber03,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber04,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_militaryskin_DeployEmbers,5,100,850,1200,0,360,0,0,500,1000,0,0,0,0,-250,TRUE,Disabled,FALSE,FALSE,Object,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryEmber01,TRUE,15,15,50,0,0,0,500,TRUE,25,5,0,0,35,150,100,,25,50,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber03,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber04,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_militaryskin_DeploySmoke,10,25,500,850,0,360,0,0,250,300,0,0,0,0,-25,FALSE,Disabled,FALSE,FALSE,Object,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryskin_SmokePuf01,FALSE,15,10,25,75,25,50,500,TRUE,100,5,0,180,50,100,85,,25,50,
e_chr_militaryskin_HitEmbers,25,100,350,1000,0,360,0,360,500,1000,0,0,100,0,1500,TRUE,Disabled,FALSE,FALSE,Object,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryEmber01,TRUE,0,0,50,0,0,0,500,TRUE,25,5,0,0,35,150,100,,0,25,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber03,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryEmber04,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_militaryskin_HitGlow,1,0,125,125,0,0,0,0,1,1,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryskin_glow01,TRUE,0,0,0,100,0,0,0,TRUE,25,5,0,0,100,100,100,,0,0,
e_chr_militaryskin_HitGlow2,1,0,300,300,0,0,0,0,1,1,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryskin_Radial,TRUE,0,0,100,200,0,0,500,TRUE,25,5,0,0,100,100,25,,0,0,
e_chr_militaryskin_Hits,1,0,150,150,0,0,0,0,1,1,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryskin_Spark02,TRUE,0,0,25,85,0,0,100,TRUE,25,5,0,180,100,100,50,,0,0,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_militaryskin_Spark03,TRUE,,,,,,,,,,,,,,,,,,,
e_chr_militaryskin_missile,1,0,750,750,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Top,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryMissile,FALSE,0,0,100,100,0,0,250,TRUE,0,25,0,0,100,100,100,,0,0,
e_chr_militaryskin_SmokePuf01,10,500,1000,1000,0,360,0,360,5,25,0,0,50,0,-300,FALSE,Disabled,FALSE,FALSE,Object,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryskin_SmokePuf01,FALSE,25,25,35,60,25,50,800,TRUE,100,5,0,180,50,125,35,,0,50,
e_chr_militaryskin_SmokePuf02,5,25,1000,1000,0,360,0,360,125,250,0,0,50,0,-125,FALSE,Disabled,FALSE,FALSE,Object,sc/hero_gw_military_dl_opt.sc,vfx_chr_gw_militaryskin_SmokePuf01,FALSE,25,25,35,85,25,50,800,TRUE,100,5,0,180,50,125,100,,0,50,
e_chr_WizardAttack_ArcaneBalls,5,2,800,1500,0,360,0,90,125,800,0,0,10,0,1000,FALSE,HorizontalAngle,TRUE,FALSE,Object,sc/vfx_character.sc,fx_chr_WizardAttack_Spark_lvl3,FALSE,15,0,12,0,0,90,500,TRUE,0,0,0,0,100,250,100,,40,40,
e_chr_WizardAttack_ArcaneBalls_Big,15,2,800,1500,0,360,0,90,125,1500,0,0,10,0,1000,FALSE,HorizontalAngle,TRUE,FALSE,Object,sc/vfx_character.sc,fx_chr_WizardAttack_Spark_lvl3,FALSE,15,0,12,0,0,90,500,TRUE,0,0,0,0,100,250,100,,40,40,
e_chr_WizardAttack_ArcaneGlow,1,1,200,200,0,0,0,0,0,0,0,0,25,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/vfx_character.sc,fx_chr_WizardAttack_ArcaneGlow,FALSE,0,0,200,400,0,0,250,TRUE,0,0,0,0,100,100,100,,0,0,
e_chr_WizardAttack_ArcaneShards,5,2,125,500,0,360,0,0,5,500,0,0,50,0,0,TRUE,HorizontalAngle,TRUE,FALSE,Object,sc/vfx_character.sc,fx_chr_WizardAttack_Shard_Lvl4,TRUE,15,0,15,0,0,90,500,TRUE,0,0,0,0,100,250,100,,25,50,
