Name,TID,TIDShort,TIDLeague,IconSWF,IconExportName,LeagueBannerIcon,LeagueBannerIconNum,LeagueBannerIconHUD,Division,GoldReward,ElixirReward,DarkElixirReward,GoldRewardStarBonus,ElixirRewardStarBonus,DarkElixirRewardStarBonus,CommonOreRewardStarBonus,RareOreRewardStarBonus,EpicOreRewardStarBonus,GroupSizeMin,GroupSizeMax,CandidateCountMin,CandidateCountMinInit,DemotePercentage,PromotePercentage,DemoteEnabled,PromoteEnabled,MatchmakingPenaltyStrengthDifference,MatchmakingPenaltyDefenseCountDifference,MatchmakingPenaltyPreviouslyAttacked,MatchmakingPenaltyClanMember,TH,MaxLootGold,MaxLootElixir,MaxLootDarkElixir,MaxBattleCount,BattleModifier,TrophyFloor,TopClanScore
Valkyrie2,TID_LEAGUE_TIER_5_RANK_2,TID_LEAGUE_TIER_5_RANK_2_SHORT,TID_LEAGUE_TIER_5,sc/ui.sc,icon_2025_league_valkyrie_rank2,icon_2025_league_valkyrie,icon_2025_league_valkyrie_level,icon_2025_league_small_valkyrie_level,2,,,,,,,,,,25,100,200,10000,15,25,TRUE,TRUE,1,100,300,200,,,,,10,,0,1400
,,,,,,,,,,75500,75500,600,525000,525000,2600,0,0,0,,,,,,,,,,,,,7,667500,667500,5675,,,,
,,,,,,,,,,76000,76000,625,550000,550000,2700,625,39,1,,,,,,,,,,,,,8,717500,717500,6175,,,,
,,,,,,,,,,76500,76500,650,575000,575000,2825,625,39,1,,,,,,,,,,,,,9,767500,767500,7175,,,,
,,,,,,,,,,80000,80000,700,625000,625000,3075,625,39,1,,,,,,,,,,,,,10,867500,867500,8675,,,,
,,,,,,,,,,85000,85000,750,675000,675000,3325,625,39,1,,,,,,,,,,,,,11,942500,942500,9425,,,,
,,,,,,,,,,100000,100000,900,750000,750000,3700,625,39,1,,,,,,,,,,,,,12,1017500,1017500,10175,,,,
,,,,,,,,,,137500,137500,1050,825000,825000,4075,625,39,1,,,,,,,,,,,,,13,1032500,1032500,10325,,,,
,,,,,,,,,,150000,150000,1100,850000,850000,4200,625,39,1,,,,,,,,,,,,,14,1035000,1035000,10350,,,,
,,,,,,,,,,150000,150000,1100,850000,850000,4200,625,39,1,,,,,,,,,,,,,15,1035000,1035000,10350,,,,
,,,,,,,,,,150000,150000,1100,850000,850000,4200,625,39,1,,,,,,,,,,,,,16,1035000,1035000,10350,,,,
,,,,,,,,,,150000,150000,1100,850000,850000,4200,625,39,1,,,,,,,,,,,,,17,1035000,1035000,10350,,,,
,,,,,,,,,,150000,150000,1100,850000,850000,4200,625,39,1,,,,,,,,,,,,,18,1035000,1035000,10350,,,,
Valkyrie1,TID_LEAGUE_TIER_5_RANK_1,TID_LEAGUE_TIER_5_RANK_1_SHORT,TID_LEAGUE_TIER_5,sc/ui.sc,icon_2025_league_valkyrie_rank1,icon_2025_league_valkyrie,icon_2025_league_valkyrie_level,icon_2025_league_small_valkyrie_level,1,,,,,,,,,,25,100,200,10000,15,25,TRUE,TRUE,1,100,300,200,,,,,10,,0,1500
,,,,,,,,,,100500,100500,725,550000,550000,2725,0,0,0,,,,,,,,,,,,,7,670000,670000,5700,,,,
,,,,,,,,,,101000,101000,750,575000,575000,2825,650,41,1,,,,,,,,,,,,,8,720000,720000,6200,,,,
,,,,,,,,,,101500,101500,775,600000,600000,2950,650,41,1,,,,,,,,,,,,,9,770000,770000,7200,,,,
,,,,,,,,,,105000,105000,825,650000,650000,3200,650,41,1,,,,,,,,,,,,,10,870000,870000,8700,,,,
,,,,,,,,,,110000,110000,875,700000,700000,3450,650,41,1,,,,,,,,,,,,,11,945000,945000,9450,,,,
,,,,,,,,,,125000,125000,1025,775000,775000,3825,650,41,1,,,,,,,,,,,,,12,1020000,1020000,10200,,,,
,,,,,,,,,,162500,162500,1175,850000,850000,4200,650,41,1,,,,,,,,,,,,,13,1035000,1035000,10350,,,,
,,,,,,,,,,200000,200000,1350,900000,900000,4450,650,41,1,,,,,,,,,,,,,14,1040000,1040000,10400,,,,
,,,,,,,,,,200000,200000,1350,900000,900000,4450,650,41,1,,,,,,,,,,,,,15,1040000,1040000,10400,,,,
,,,,,,,,,,200000,200000,1350,900000,900000,4450,650,41,1,,,,,,,,,,,,,16,1040000,1040000,10400,,,,
,,,,,,,,,,200000,200000,1350,900000,900000,4450,650,41,1,,,,,,,,,,,,,17,1040000,1040000,10400,,,,
,,,,,,,,,,200000,200000,1350,900000,900000,4450,650,41,1,,,,,,,,,,,,,18,1040000,1040000,10400,,,,
Witch3,TID_LEAGUE_TIER_6_RANK_3,TID_LEAGUE_TIER_6_RANK_3_SHORT,TID_LEAGUE_TIER_6,sc/ui.sc,icon_2025_league_witch_rank3,icon_2025_league_witch,icon_2025_league_witch_level,icon_2025_league_small_witch_level,3,,,,,,,,,,25,100,200,10000,15,25,TRUE,TRUE,1,100,300,200,,,,,10,,0,1600
,,,,,,,,,,125500,125500,850,575000,575000,2850,0,0,0,,,,,,,,,,,,,7,672500,672500,5725,,,,
,,,,,,,,,,126000,126000,875,600000,600000,2950,675,43,1,,,,,,,,,,,,,8,722500,722500,6225,,,,
,,,,,,,,,,126500,126500,900,625000,625000,3075,675,43,1,,,,,,,,,,,,,9,772500,772500,7225,,,,
,,,,,,,,,,130000,130000,950,675000,675000,3325,675,43,1,,,,,,,,,,,,,10,872500,872500,8725,,,,
,,,,,,,,,,135000,135000,1000,725000,725000,3575,675,43,1,,,,,,,,,,,,,11,947500,947500,9475,,,,
,,,,,,,,,,150000,150000,1150,800000,800000,3950,675,43,1,,,,,,,,,,,,,12,1022500,1022500,10225,,,,
,,,,,,,,,,187500,187500,1300,875000,875000,4325,675,43,1,,,,,,,,,,,,,13,1037500,1037500,10375,,,,
,,,,,,,,,,250000,250000,1600,950000,950000,4700,675,43,1,,,,,,,,,,,,,14,1045000,1045000,10450,,,,
,,,,,,,,,,250000,250000,1600,950000,950000,4700,675,43,1,,,,,,,,,,,,,15,1045000,1045000,10450,,,,
,,,,,,,,,,250000,250000,1600,950000,950000,4700,675,43,1,,,,,,,,,,,,,16,1045000,1045000,10450,,,,
,,,,,,,,,,250000,250000,1600,950000,950000,4700,675,43,1,,,,,,,,,,,,,17,1045000,1045000,10450,,,,
,,,,,,,,,,250000,250000,1600,950000,950000,4700,675,43,1,,,,,,,,,,,,,18,1045000,1045000,10450,,,,
Witch2,TID_LEAGUE_TIER_6_RANK_2,TID_LEAGUE_TIER_6_RANK_2_SHORT,TID_LEAGUE_TIER_6,sc/ui.sc,icon_2025_league_witch_rank2,icon_2025_league_witch,icon_2025_league_witch_level,icon_2025_league_small_witch_level,2,,,,,,,,,,25,100,200,10000,15,25,TRUE,TRUE,1,100,300,200,,,,,10,,0,1700
,,,,,,,,,,130500,130500,900,587500,587500,2900,0,0,0,,,,,,,,,,,,,7,675000,675000,5750,,,,
,,,,,,,,,,131000,131000,925,612500,612500,3000,725,45,1,,,,,,,,,,,,,8,725000,725000,6250,,,,
,,,,,,,,,,131500,131500,950,637500,637500,3125,725,45,1,,,,,,,,,,,,,9,775000,775000,7250,,,,
,,,,,,,,,,135000,135000,1000,687500,687500,3375,725,45,1,,,,,,,,,,,,,10,875000,875000,8750,,,,
,,,,,,,,,,140000,140000,1050,737500,737500,3625,725,45,1,,,,,,,,,,,,,11,950000,950000,9500,,,,
,,,,,,,,,,155000,155000,1200,812500,812500,4000,725,45,1,,,,,,,,,,,,,12,1025000,1025000,10250,,,,
,,,,,,,,,,192500,192500,1350,887500,887500,4375,725,45,1,,,,,,,,,,,,,13,1040000,1040000,10400,,,,
,,,,,,,,,,255000,255000,1650,962500,962500,4750,725,45,1,,,,,,,,,,,,,14,1047500,1047500,10475,,,,
,,,,,,,,,,260000,260000,1700,975000,975000,4800,725,45,1,,,,,,,,,,,,,15,1050000,1050000,10500,,,,
,,,,,,,,,,260000,260000,1700,975000,975000,4800,725,45,1,,,,,,,,,,,,,16,1050000,1050000,10500,,,,
,,,,,,,,,,260000,260000,1700,975000,975000,4800,725,45,1,,,,,,,,,,,,,17,1050000,1050000,10500,,,,
,,,,,,,,,,260000,260000,1700,975000,975000,4800,725,45,1,,,,,,,,,,,,,18,1050000,1050000,10500,,,,
Witch1,TID_LEAGUE_TIER_6_RANK_1,TID_LEAGUE_TIER_6_RANK_1_SHORT,TID_LEAGUE_TIER_6,sc/ui.sc,icon_2025_league_witch_rank1,icon_2025_league_witch,icon_2025_league_witch_level,icon_2025_league_small_witch_level,1,,,,,,,,,,25,100,200,10000,15,20,TRUE,TRUE,1,100,300,200,,,,,10,,0,1800
,,,,,,,,,,135500,135500,950,600000,600000,2950,0,0,0,,,,,,,,,,,,,7,677500,677500,5775,,,,
,,,,,,,,,,136000,136000,975,625000,625000,3050,775,47,1,,,,,,,,,,,,,8,727500,727500,6275,,,,
,,,,,,,,,,136500,136500,1000,650000,650000,3175,775,47,1,,,,,,,,,,,,,9,777500,777500,7275,,,,
,,,,,,,,,,140000,140000,1050,700000,700000,3425,775,47,1,,,,,,,,,,,,,10,877500,877500,8775,,,,
,,,,,,,,,,145000,145000,1100,750000,750000,3675,775,47,1,,,,,,,,,,,,,11,952500,952500,9525,,,,
,,,,,,,,,,160000,160000,1250,825000,825000,4050,775,47,1,,,,,,,,,,,,,12,1027500,1027500,10275,,,,
,,,,,,,,,,197500,197500,1400,900000,900000,4425,775,47,1,,,,,,,,,,,,,13,1042500,1042500,10425,,,,
,,,,,,,,,,260000,260000,1700,975000,975000,4800,775,47,1,,,,,,,,,,,,,14,1050000,1050000,10500,,,,
,,,,,,,,,,270000,270000,1800,1000000,1000000,4900,775,47,1,,,,,,,,,,,,,15,1055000,1055000,10550,,,,
,,,,,,,,,,270000,270000,1800,1000000,1000000,4900,775,47,1,,,,,,,,,,,,,16,1055000,1055000,10550,,,,
,,,,,,,,,,270000,270000,1800,1000000,1000000,4900,775,47,1,,,,,,,,,,,,,17,1055000,1055000,10550,,,,
,,,,,,,,,,270000,270000,1800,1000000,1000000,4900,775,47,1,,,,,,,,,,,,,18,1055000,1055000,10550,,,,
Golum3,TID_LEAGUE_TIER_7_RANK_3,TID_LEAGUE_TIER_7_RANK_3_SHORT,TID_LEAGUE_TIER_7,sc/ui.sc,icon_2025_league_golem_rank3,icon_2025_league_golem,icon_2025_league_golem_level,icon_2025_league_small_golem_level,3,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,12,,0,1900
,,,,,,,,,,140500,140500,1000,612500,612500,3000,0,0,0,,,,,,,,,,,,,7,680000,680000,5800,,,,
,,,,,,,,,,141000,141000,1025,637500,637500,3100,825,49,1,,,,,,,,,,,,,8,730000,730000,6300,,,,
,,,,,,,,,,141500,141500,1050,662500,662500,3225,825,49,1,,,,,,,,,,,,,9,780000,780000,7300,,,,
,,,,,,,,,,145000,145000,1100,712500,712500,3475,825,49,1,,,,,,,,,,,,,10,880000,880000,8800,,,,
,,,,,,,,,,150000,150000,1150,762500,762500,3725,825,49,1,,,,,,,,,,,,,11,955000,955000,9550,,,,
,,,,,,,,,,165000,165000,1300,837500,837500,4100,825,49,1,,,,,,,,,,,,,12,1030000,1030000,10300,,,,
,,,,,,,,,,202500,202500,1450,912500,912500,4475,825,49,1,,,,,,,,,,,,,13,1045000,1045000,10450,,,,
,,,,,,,,,,265000,265000,1750,987500,987500,4850,825,49,1,,,,,,,,,,,,,14,1052500,1052500,10525,,,,
,,,,,,,,,,280000,280000,1900,1025000,1025000,5000,825,49,1,,,,,,,,,,,,,15,1060000,1060000,10600,,,,
,,,,,,,,,,280000,280000,1900,1025000,1025000,5000,825,49,1,,,,,,,,,,,,,16,1060000,1060000,10600,,,,
,,,,,,,,,,280000,280000,1900,1025000,1025000,5000,825,49,1,,,,,,,,,,,,,17,1060000,1060000,10600,,,,
,,,,,,,,,,280000,280000,1900,1025000,1025000,5000,825,49,1,,,,,,,,,,,,,18,1060000,1060000,10600,,,,
Golum2,TID_LEAGUE_TIER_7_RANK_2,TID_LEAGUE_TIER_7_RANK_2_SHORT,TID_LEAGUE_TIER_7,sc/ui.sc,icon_2025_league_golem_rank2,icon_2025_league_golem,icon_2025_league_golem_level,icon_2025_league_small_golem_level,2,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,12,,0,2000
,,,,,,,,,,145500,145500,1050,625000,625000,3050,0,0,0,,,,,,,,,,,,,7,682500,682500,5825,,,,
,,,,,,,,,,146000,146000,1075,650000,650000,3150,875,51,1,,,,,,,,,,,,,8,732500,732500,6325,,,,
,,,,,,,,,,146500,146500,1100,675000,675000,3275,875,51,1,,,,,,,,,,,,,9,782500,782500,7325,,,,
,,,,,,,,,,150000,150000,1150,725000,725000,3525,875,51,1,,,,,,,,,,,,,10,882500,882500,8825,,,,
,,,,,,,,,,155000,155000,1200,775000,775000,3775,875,51,1,,,,,,,,,,,,,11,957500,957500,9575,,,,
,,,,,,,,,,170000,170000,1350,850000,850000,4150,875,51,1,,,,,,,,,,,,,12,1032500,1032500,10325,,,,
,,,,,,,,,,207500,207500,1500,925000,925000,4525,875,51,1,,,,,,,,,,,,,13,1047500,1047500,10475,,,,
,,,,,,,,,,270000,270000,1800,1000000,1000000,4900,875,51,1,,,,,,,,,,,,,14,1055000,1055000,10550,,,,
,,,,,,,,,,290000,290000,2000,1050000,1050000,5100,875,51,1,,,,,,,,,,,,,15,1065000,1065000,10650,,,,
,,,,,,,,,,290000,290000,2000,1050000,1050000,5100,875,51,1,,,,,,,,,,,,,16,1065000,1065000,10650,,,,
,,,,,,,,,,290000,290000,2000,1050000,1050000,5100,875,51,1,,,,,,,,,,,,,17,1065000,1065000,10650,,,,
,,,,,,,,,,290000,290000,2000,1050000,1050000,5100,875,51,1,,,,,,,,,,,,,18,1065000,1065000,10650,,,,
Golum1,TID_LEAGUE_TIER_7_RANK_1,TID_LEAGUE_TIER_7_RANK_1_SHORT,TID_LEAGUE_TIER_7,sc/ui.sc,icon_2025_league_golem_rank1,icon_2025_league_golem,icon_2025_league_golem_level,icon_2025_league_small_golem_level,1,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,12,,0,2100
,,,,,,,,,,150500,150500,1100,637500,637500,3100,0,0,0,,,,,,,,,,,,,7,683750,683750,5838,,,,
,,,,,,,,,,151000,151000,1125,662500,662500,3200,900,53,1,,,,,,,,,,,,,8,733750,733750,6338,,,,
,,,,,,,,,,151500,151500,1150,687500,687500,3325,900,53,1,,,,,,,,,,,,,9,783750,783750,7338,,,,
,,,,,,,,,,155000,155000,1200,737500,737500,3575,900,53,1,,,,,,,,,,,,,10,883750,883750,8838,,,,
,,,,,,,,,,160000,160000,1250,787500,787500,3825,900,53,1,,,,,,,,,,,,,11,958750,958750,9588,,,,
,,,,,,,,,,175000,175000,1400,862500,862500,4200,900,53,1,,,,,,,,,,,,,12,1033750,1033750,10338,,,,
,,,,,,,,,,212500,212500,1550,937500,937500,4575,900,53,1,,,,,,,,,,,,,13,1048750,1048750,10488,,,,
,,,,,,,,,,275000,275000,1850,1012500,1012500,4950,900,53,1,,,,,,,,,,,,,14,1056250,1056250,10563,,,,
,,,,,,,,,,295000,295000,2050,1062500,1062500,5150,900,53,1,,,,,,,,,,,,,15,1066250,1066250,10663,,,,
,,,,,,,,,,300000,300000,2100,1075000,1075000,5200,900,53,1,,,,,,,,,,,,,16,1067500,1067500,10675,,,,
,,,,,,,,,,300000,300000,2100,1075000,1075000,5200,900,53,1,,,,,,,,,,,,,17,1067500,1067500,10675,,,,
,,,,,,,,,,300000,300000,2100,1075000,1075000,5200,900,53,1,,,,,,,,,,,,,18,1067500,1067500,10675,,,,
Pekka3,TID_LEAGUE_TIER_8_RANK_3,TID_LEAGUE_TIER_8_RANK_3_SHORT,TID_LEAGUE_TIER_8,sc/ui.sc,icon_2025_league_pekka_rank3,icon_2025_league_pekka,icon_2025_league_pekka_level,icon_2025_league_small_pekka_level,3,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,12,,0,2200
,,,,,,,,,,155500,155500,1150,650000,650000,3150,0,0,0,,,,,,,,,,,,,7,685000,685000,5850,,,,
,,,,,,,,,,156000,156000,1175,675000,675000,3250,925,54,1,,,,,,,,,,,,,8,735000,735000,6350,,,,
,,,,,,,,,,156500,156500,1200,700000,700000,3375,925,54,1,,,,,,,,,,,,,9,785000,785000,7350,,,,
,,,,,,,,,,160000,160000,1250,750000,750000,3625,925,54,1,,,,,,,,,,,,,10,885000,885000,8850,,,,
,,,,,,,,,,165000,165000,1300,800000,800000,3875,925,54,1,,,,,,,,,,,,,11,960000,960000,9600,,,,
,,,,,,,,,,180000,180000,1450,875000,875000,4250,925,54,1,,,,,,,,,,,,,12,1035000,1035000,10350,,,,
,,,,,,,,,,217500,217500,1600,950000,950000,4625,925,54,1,,,,,,,,,,,,,13,1050000,1050000,10500,,,,
,,,,,,,,,,280000,280000,1900,1025000,1025000,5000,925,54,1,,,,,,,,,,,,,14,1057500,1057500,10575,,,,
,,,,,,,,,,300000,300000,2100,1075000,1075000,5200,925,54,1,,,,,,,,,,,,,15,1067500,1067500,10675,,,,
,,,,,,,,,,310000,310000,2200,1100000,1100000,5300,925,54,1,,,,,,,,,,,,,16,1070000,1070000,10700,,,,
,,,,,,,,,,310000,310000,2200,1100000,1100000,5300,925,54,1,,,,,,,,,,,,,17,1070000,1070000,10700,,,,
,,,,,,,,,,310000,310000,2200,1100000,1100000,5300,925,54,1,,,,,,,,,,,,,18,1070000,1070000,10700,,,,
Pekka2,TID_LEAGUE_TIER_8_RANK_2,TID_LEAGUE_TIER_8_RANK_2_SHORT,TID_LEAGUE_TIER_8,sc/ui.sc,icon_2025_league_pekka_rank2,icon_2025_league_pekka,icon_2025_league_pekka_level,icon_2025_league_small_pekka_level,2,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,12,,0,2300
,,,,,,,,,,160500,160500,1200,662500,662500,3200,0,0,0,,,,,,,,,,,,,7,686250,686250,5863,,,,
,,,,,,,,,,161000,161000,1225,687500,687500,3300,938,55,1,,,,,,,,,,,,,8,736250,736250,6363,,,,
,,,,,,,,,,161500,161500,1250,712500,712500,3425,938,55,1,,,,,,,,,,,,,9,786250,786250,7363,,,,
,,,,,,,,,,165000,165000,1300,762500,762500,3675,938,55,1,,,,,,,,,,,,,10,886250,886250,8863,,,,
,,,,,,,,,,170000,170000,1350,812500,812500,3925,938,55,1,,,,,,,,,,,,,11,961250,961250,9613,,,,
,,,,,,,,,,185000,185000,1500,887500,887500,4300,938,55,1,,,,,,,,,,,,,12,1036250,1036250,10363,,,,
,,,,,,,,,,222500,222500,1650,962500,962500,4675,938,55,1,,,,,,,,,,,,,13,1051250,1051250,10513,,,,
,,,,,,,,,,285000,285000,1950,1037500,1037500,5050,938,55,1,,,,,,,,,,,,,14,1058750,1058750,10588,,,,
,,,,,,,,,,305000,305000,2150,1087500,1087500,5250,938,55,1,,,,,,,,,,,,,15,1068750,1068750,10688,,,,
,,,,,,,,,,320000,320000,2300,1125000,1125000,5400,950,55,1,,,,,,,,,,,,,16,1072500,1072500,10725,,,,
,,,,,,,,,,320000,320000,2300,1125000,1125000,5400,950,55,1,,,,,,,,,,,,,17,1072500,1072500,10725,,,,
,,,,,,,,,,320000,320000,2300,1125000,1125000,5400,950,55,1,,,,,,,,,,,,,18,1072500,1072500,10725,,,,
Pekka1,TID_LEAGUE_TIER_8_RANK_1,TID_LEAGUE_TIER_8_RANK_1_SHORT,TID_LEAGUE_TIER_8,sc/ui.sc,icon_2025_league_pekka_rank1,icon_2025_league_pekka,icon_2025_league_pekka_level,icon_2025_league_small_pekka_level,1,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,14,,0,2400
,,,,,,,,,,165500,165500,1250,675000,675000,3250,0,0,0,,,,,,,,,,,,,7,687500,687500,5875,,,,
,,,,,,,,,,166000,166000,1275,700000,700000,3350,963,56,1,,,,,,,,,,,,,8,737500,737500,6375,,,,
,,,,,,,,,,166500,166500,1300,725000,725000,3475,963,56,1,,,,,,,,,,,,,9,787500,787500,7375,,,,
,,,,,,,,,,170000,170000,1350,775000,775000,3725,963,56,1,,,,,,,,,,,,,10,887500,887500,8875,,,,
,,,,,,,,,,175000,175000,1400,825000,825000,3975,963,56,1,,,,,,,,,,,,,11,962500,962500,9625,,,,
,,,,,,,,,,190000,190000,1550,900000,900000,4350,963,56,1,,,,,,,,,,,,,12,1037500,1037500,10375,,,,
,,,,,,,,,,227500,227500,1700,975000,975000,4725,963,56,1,,,,,,,,,,,,,13,1052500,1052500,10525,,,,
,,,,,,,,,,290000,290000,2000,1050000,1050000,5100,963,56,1,,,,,,,,,,,,,14,1060000,1060000,10600,,,,
,,,,,,,,,,310000,310000,2200,1100000,1100000,5300,963,56,1,,,,,,,,,,,,,15,1070000,1070000,10700,,,,
,,,,,,,,,,325000,325000,2350,1137500,1137500,5450,963,56,1,,,,,,,,,,,,,16,1073750,1073750,10738,,,,
,,,,,,,,,,325000,325000,2350,1137500,1137500,5450,963,56,1,,,,,,,,,,,,,17,1073750,1073750,10738,,,,
,,,,,,,,,,325000,325000,2350,1137500,1137500,5450,963,56,1,,,,,,,,,,,,,18,1073750,1073750,10738,,,,
Titan3,TID_LEAGUE_TIER_9_RANK_3,TID_LEAGUE_TIER_9_RANK_3_SHORT,TID_LEAGUE_TIER_9,sc/ui.sc,icon_2025_league_titan_rank3,icon_2025_league_titan,icon_2025_league_titan_level,icon_2025_league_small_titan_level,3,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,14,,0,2500
,,,,,,,,,,170500,170500,1300,680000,680000,3275,0,0,0,,,,,,,,,,,,,7,688750,688750,5888,,,,
,,,,,,,,,,171000,171000,1325,705000,705000,3375,1000,57,1,,,,,,,,,,,,,8,738750,738750,6388,,,,
,,,,,,,,,,171500,171500,1350,730000,730000,3500,1000,57,1,,,,,,,,,,,,,9,788750,788750,7388,,,,
,,,,,,,,,,175000,175000,1400,780000,780000,3750,1000,57,1,,,,,,,,,,,,,10,888750,888750,8888,,,,
,,,,,,,,,,180000,180000,1450,830000,830000,4000,1000,57,1,,,,,,,,,,,,,11,963750,963750,9638,,,,
,,,,,,,,,,195000,195000,1600,905000,905000,4375,1000,57,1,,,,,,,,,,,,,12,1038750,1038750,10388,,,,
,,,,,,,,,,232500,232500,1750,980000,980000,4750,1000,57,1,,,,,,,,,,,,,13,1053750,1053750,10538,,,,
,,,,,,,,,,295000,295000,2050,1055000,1055000,5125,1000,57,1,,,,,,,,,,,,,14,1061250,1061250,10613,,,,
,,,,,,,,,,315000,315000,2250,1105000,1105000,5325,1000,57,1,,,,,,,,,,,,,15,1071250,1071250,10713,,,,
,,,,,,,,,,330000,330000,2400,1142500,1142500,5475,1000,57,1,,,,,,,,,,,,,16,1075000,1075000,10750,,,,
,,,,,,,,,,340000,340000,2500,1160000,1160000,5550,1000,57,1,,,,,,,,,,,,,17,1077500,1077500,10775,,,,
,,,,,,,,,,350000,350000,2600,1170000,1170000,5600,1000,57,1,,,,,,,,,,,,,18,1080000,1080000,10800,,,,
Titan2,TID_LEAGUE_TIER_9_RANK_2,TID_LEAGUE_TIER_9_RANK_2_SHORT,TID_LEAGUE_TIER_9,sc/ui.sc,icon_2025_league_titan_rank2,icon_2025_league_titan,icon_2025_league_titan_level,icon_2025_league_small_titan_level,2,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,18,,0,2750
,,,,,,,,,,173000,173000,1313,685000,685000,3300,0,0,0,,,,,,,,,,,,,7,690000,690000,5900,,,,
,,,,,,,,,,173500,173500,1338,710000,710000,3400,1010,58,1,,,,,,,,,,,,,8,740000,740000,6400,,,,
,,,,,,,,,,174000,174000,1363,735000,735000,3525,1010,58,1,,,,,,,,,,,,,9,790000,790000,7400,,,,
,,,,,,,,,,177500,177500,1413,785000,785000,3775,1010,58,1,,,,,,,,,,,,,10,890000,890000,8900,,,,
,,,,,,,,,,182500,182500,1463,835000,835000,4025,1010,58,1,,,,,,,,,,,,,11,965000,965000,9650,,,,
,,,,,,,,,,197500,197500,1613,910000,910000,4400,1010,58,1,,,,,,,,,,,,,12,1040000,1040000,10400,,,,
,,,,,,,,,,235000,235000,1763,985000,985000,4775,1010,58,1,,,,,,,,,,,,,13,1055000,1055000,10550,,,,
,,,,,,,,,,297500,297500,2063,1060000,1060000,5150,1010,58,1,,,,,,,,,,,,,14,1062500,1062500,10625,,,,
,,,,,,,,,,317500,317500,2263,1110000,1110000,5350,1010,58,1,,,,,,,,,,,,,15,1072500,1072500,10725,,,,
,,,,,,,,,,332500,332500,2413,1147500,1147500,5500,1010,58,1,,,,,,,,,,,,,16,1076250,1076250,10763,,,,
,,,,,,,,,,345000,345000,2525,1170000,1170000,5600,1010,58,1,,,,,,,,,,,,,17,1080000,1080000,10800,,,,
,,,,,,,,,,355000,355000,2625,1180000,1180000,5650,1010,58,1,,,,,,,,,,,,,18,1082500,1082500,10825,,,,
Titan1,TID_LEAGUE_TIER_9_RANK_1,TID_LEAGUE_TIER_9_RANK_1_SHORT,TID_LEAGUE_TIER_9,sc/ui.sc,icon_2025_league_titan_rank1,icon_2025_league_titan,icon_2025_league_titan_level,icon_2025_league_small_titan_level,1,,,,,,,,,,30,100,200,10000,20,20,TRUE,TRUE,1,100,300,200,,,,,18,,0,3000
,,,,,,,,,,175500,175500,1325,690000,690000,3325,0,0,0,,,,,,,,,,,,,7,691250,691250,5913,,,,
,,,,,,,,,,176000,176000,1350,715000,715000,3425,1020,59,1,,,,,,,,,,,,,8,741250,741250,6413,,,,
,,,,,,,,,,176500,176500,1375,740000,740000,3550,1020,59,1,,,,,,,,,,,,,9,791250,791250,7413,,,,
,,,,,,,,,,180000,180000,1425,790000,790000,3800,1020,59,1,,,,,,,,,,,,,10,891250,891250,8913,,,,
,,,,,,,,,,185000,185000,1475,840000,840000,4050,1020,59,1,,,,,,,,,,,,,11,966250,966250,9663,,,,
,,,,,,,,,,200000,200000,1625,915000,915000,4425,1020,59,1,,,,,,,,,,,,,12,1041250,1041250,10413,,,,
,,,,,,,,,,237500,237500,1775,990000,990000,4800,1020,59,1,,,,,,,,,,,,,13,1056250,1056250,10563,,,,
,,,,,,,,,,300000,300000,2075,1065000,1065000,5175,1020,59,1,,,,,,,,,,,,,14,1063750,1063750,10638,,,,
,,,,,,,,,,320000,320000,2275,1115000,1115000,5375,1020,59,1,,,,,,,,,,,,,15,1073750,1073750,10738,,,,
,,,,,,,,,,335000,335000,2425,1152500,1152500,5525,1020,59,1,,,,,,,,,,,,,16,1077500,1077500,10775,,,,
,,,,,,,,,,350000,350000,2550,1180000,1180000,5650,1020,59,1,,,,,,,,,,,,,17,1082500,1082500,10825,,,,
,,,,,,,,,,360000,360000,2650,1190000,1190000,5700,1020,59,1,,,,,,,,,,,,,18,1085000,1085000,10850,,,,
dragon3,TID_LEAGUE_TIER_10_RANK_3,TID_LEAGUE_TIER_10_RANK_3_SHORT,TID_LEAGUE_TIER_10,sc/ui.sc,icon_2025_league_dragon1_rank3,icon_2025_league_dragon1,icon_2025_league_dragon1_level,icon_2025_league_small_dragon1_level,3,,,,,,,,,,40,100,200,10000,15,20,TRUE,TRUE,1,100,300,200,,,,,24,,0,3250
,,,,,,,,,,178000,178000,1338,695000,695000,3350,0,0,0,,,,,,,,,,,,,7,692500,692500,5925,,,,
,,,,,,,,,,178500,178500,1363,720000,720000,3450,1030,60,1,,,,,,,,,,,,,8,742500,742500,6425,,,,
,,,,,,,,,,179000,179000,1388,745000,745000,3575,1030,60,1,,,,,,,,,,,,,9,792500,792500,7425,,,,
