Name,SWF,ExportName,ScaleTimeline,DirectionCount,ParticleEmitter,Effect,StartHeight,IsBallistic,ShadowSWF,ShadowExportName,UseRotate,DirectionFrame,PlayOnce,UseTopLayer,Scale,BallisticHeight,TrajectoryStyle,DestroyedEffect,BounceEffect,StartOffsetFromGunBone,RotateEmitter,RotateEffect,SpawnEffect,3D,DepthBiasFront,DepthBiasBack,UseParentAnimation3D
RoyalChampionSpace spear,sc/hero_rc_space_dl_opt.sc,hero_warriorprincess_javelin_space,FALSE,0,javelin_trail_glow_space,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenEgypt_arrow_rage,sc/hero_aq_egypt_dl_opt.sc,hero_archerqueen_arrow_egypt_rage,FALSE,0,arrow_trail_aq_egypt,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenEgypt_arrow,sc/hero_aq_egypt_dl_opt.sc,hero_archerqueen_arrow_egypt,FALSE,0,arrow_trail_aq_egypt,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionEgypt shield,sc/hero_rc_egypt_dl_opt.sc,shield_projectile_egypt,FALSE,0,shield_trail_glow_space,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,TRUE,FALSE,,,0,0,FALSE
RoyalChampionEgypt spear,sc/hero_rc_egypt_dl_opt.sc,hero_warriorprincess_javelin_egypt,FALSE,0,unicorn_projectile_trail,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
ArcherQueen football arrow,sc/hero_aq_football_dl_opt.sc,football_projectile_aq,TRUE,0,football_skin_ball_trail,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,50,35,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen football arrow rage,sc/hero_aq_football_dl_opt.sc,football_projectile_aq,TRUE,0,football_skin_ball_trail,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,50,35,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampion_football,sc/hero_rc_football_dl_opt.sc,football_projectile_rc,TRUE,0,football_skin_ball_trail,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,50,35,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen wildwest arrow,sc/hero_aq_wildwest_dl_opt.sc,gun_bullet_aq,TRUE,0,aq_wildwest_bullet_Trail,,25,TRUE,,,TRUE,FALSE,FALSE,FALSE,70,15,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionwildwest spear,sc/hero_rc_wildwest_dl_opt.sc,rc_wildwest_projectile,FALSE,0,unicorn_projectile_trail,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
RoyalChampionwildwest shield,sc/hero_rc_wildwest_dl_opt.sc,rc_wildwest_shield,FALSE,0,Spark Trail B,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,TRUE,FALSE,,,0,0,FALSE
ArcherQueenClashGames_arrow,sc/hero_aq_clash_games_dl_opt.sc,hero_archerqueen_arrow_clash_games_rage,FALSE,0,arrow_trail_aq_clash_games,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenClashGames_arrow_rage,sc/hero_aq_clash_games_dl_opt.sc,hero_archerqueen_arrow_clash_games,FALSE,0,arrow_trail_aq_clash_games,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
Battlecopter_steampunk_projectile,sc/hero_bc_steampunk_dl_opt.sc,battle_copter_projectile,FALSE,0,BC_steampunk_projectile_Trail,,100,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,100,100,,,FALSE,FALSE,FALSE,,,-100,-100,FALSE
Battlecopter_steampunk_bomb,sc/hero_bc_steampunk_dl_opt.sc,projectile_battle_copter_bomb,FALSE,0,BC_steampunk_projectile_Trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen_ttrpg_arrow_rage,sc/hero_aq_ttrpg_dl_opt.sc,aq_ttrpg_arrow_rage,FALSE,0,aq_ttrpg_arrow_trail,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen_ttrpg_arrow,sc/hero_aq_ttrpg_dl_opt.sc,aq_ttrpg_arrow,FALSE,0,aq_ttrpg_arrow_trail,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampion_ttrpg_shield,sc/hero_rc_ttrpg_dl_opt.sc,rc_ttrpg_shield,FALSE,0,rc_shield_trail_ttrpg,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,TRUE,FALSE,,,0,0,FALSE
RoyalChampion_ttrpg_spear,sc/hero_rc_ttrpg_dl_opt.sc,rc_ttrpg_projectile,FALSE,0,unicorn_projectile_trail,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
ArcherQueen_anime_arrow,sc/hero_aq_anime_dl_opt.sc,aq_anime_arrow,FALSE,0,aq_anime_arrow_trail,,45,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen_anime_arrow_rage,sc/hero_aq_anime_dl_opt.sc,aq_anime_arrow_rage,FALSE,0,aq_ttrpg_arrow_trail,,45,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampion_anime_shield,sc/hero_rc_anime_dl_opt.sc,rc_anime_shield,FALSE,0,aq_anime_arrow_trail,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,TRUE,FALSE,,,0,0,FALSE
RoyalChampion_anime_spear,sc/hero_rc_anime_dl_opt.sc,rc_anime_projectile,FALSE,0,unicorn_projectile_trail,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
ArcherQueen Clashoween24 arrow rage,sc/hero_aq_ghost_dl_opt.sc,hero_archerqueen_arrow_ghost_rage,FALSE,0,aq_clashoween24_projectile_trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen Clashoween24 arrow,sc/hero_aq_clashoween24_dl_opt.sc,aq_clashoween24_arrow,FALSE,0,aq_clashoween24_projectile_trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen_judgement_arrow,sc/hero_aq_judgement_dl_opt.sc,aq_judgement_arrow,FALSE,0,aq_judgement_arrow_trail,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen_judgement_arrow_rage,sc/hero_aq_judgement_dl_opt.sc,aq_judgement_arrow_rage,FALSE,0,aq_judgement_arrow_trail,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
Battlecopter_pirate_bomb,sc/hero_bc_pirate_dl_opt.sc,bc_pirate_projectile_battle_copter_bomb,FALSE,0,BC_pirate_projectile_Trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
Battlecopter_pirate_projectile,sc/hero_bc_pirate_dl_opt.sc,bc_pirate_battle_copter_projectile,FALSE,0,BC_pirate_projectile_Trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,-100,-100,FALSE
ArcherQueen Toy arrow,sc/hero_aq_toy_dl_opt.sc,aq_toy_arrow,FALSE,0,aq_toy_bullet_Trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen Toy arrow rage,sc/hero_aq_toy_dl_opt.sc,aq_toy_arrow_rage,FALSE,0,aq_toy_bullet_Trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
Minion Prince projectile,sc/buildings.sc,monolith_projectile_loaded,FALSE,0,minionprince_trail_purple,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
ArcherQueenFire_Arrow,sc/hero_aq_fire_dl_opt.sc,vfx_chr_aqfire_Projectile,TRUE,0,e_aq_fireskin_ArrowTrail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampion_iceSkin_Spear,sc/hero_rc_fire_ice_dl_opt.sc,vfx_rc_iceSkin_Javelin,TRUE,0,e_rc_iceSkin_SpearGlowTrail,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampion_iceSkin_Shield,sc/hero_rc_fire_ice_dl_opt.sc,vfx_rc_iceSkin_Shield,TRUE,0,e_rc_iceSkin_ShieldAuraTrail,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,TRUE,FALSE,,,0,0,FALSE
ArcherQueen LNY2025 arrow,sc/hero_aq_LNY2025_dl_opt.sc,aq_LNY2025_projectile_01,FALSE,0,aq_LNY2025_arrow_trail_01,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen LNY2025 arrow rage,sc/hero_aq_LNY2025_dl_opt.sc,aq_LNY2025_projectile_01,FALSE,0,aq_LNY2025_arrow_trail_01,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
MinionPrince lny2025 projectile,sc/hero_minion_LNY2025_dl_opt.sc,minion_LNY2025_attack,FALSE,0,minion_LNY2025_attack_smoke_01,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
RoyalChampion LNY2025 shield,sc/hero_rc_LNY2025_dl_opt.sc,rc_LNY2025_projectile_02,FALSE,0,rc_LNY2025_arrow_trail_01,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,TRUE,FALSE,,,0,0,FALSE
RoyalChampion LNY2025 spear,sc/hero_rc_LNY2025_dl_opt.sc,rc_LNY2025_projectile_01,FALSE,0,rc_LNY2025_arrow_trail_02,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
skin_MP_lny2025_AttackProjectile,sc/hero_minion_LNY2025_dl_opt.sc,minion_LNY2025_attack,FALSE,0,minion_LNY2025_attack_smoke_01,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
skin_MP_lny2025_projectile_DarkOrb,sc/hero_minion_LNY2025_dl_opt.sc,minion_LNY2025_Crystal,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
ArcherQueen_action_heroes_arrow,sc/hero_aq_action_heroes_dl_opt.sc,aq_action_heroes_arrow,FALSE,0,aq_action_heroes_arrow_trail,,50,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueen_action_heroes_arrow_rage,sc/hero_aq_action_heroes_dl_opt.sc,aq_action_heroes_arrow_rage,FALSE,0,aq_action_heroes_arrow_trail,,50,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
MinionPrince_MilitarySkin_Projectile,sc/hero_mp_military_dl_opt.sc,vfx_mp_MilitarySkin_Projectile,FALSE,0,e_mp_MilitarySkin_AttackTrail,,15,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,TRUE,FALSE,,,0,0,FALSE
RoyalChampion_militaryskin_Spear,sc/hero_rc_military_dl_opt.sc,vfx_chr_rc_militaryskin_Spear,TRUE,0,e_rc_militaryskin_SpearGlowTrail,,25,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,ps_rc_militaryskin_attack,,0,0,FALSE
RoyalChampion_militaryskin_Shield,sc/hero_rc_military_dl_opt.sc,vfx_chr_rc_militaryskin_shield,TRUE,0,e_rc_militaryskin_ShieldAuraTrail,,50,TRUE,sc/buildings.sc,simple_shadow_small,TRUE,TRUE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ps_aq_militaryskin_arrow_rage,sc/hero_aq_military_dl_opt.sc,vfx_aq_militaryskin_Arrow,FALSE,0,e_aq_militaryskin_ArrowTrail,,50,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,TRUE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ps_aq_militaryskin_arrow,sc/hero_aq_military_dl_opt.sc,vfx_aq_militaryskin_Arrow,FALSE,0,e_aq_militaryskin_ArrowTrail,,50,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,TRUE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,ps_aq_militaryskin_Attack,,0,0,FALSE
