Name,Emitter,AttachToBone,OnTop,BoundsCheck,ParticleSizeForBoundsCheck,DepthBias,AttachTransform,Rotation
String,String,String,boolean,boolean,int,int,String,String
,e_aq_fireskin_BowFlamesTrail,fx_L_bow_s,FALSE,TRUE,200,0,LockTransform,0;0;0
,e_aq_fireskin_BowFlamesTrail,fx_R_bow_s,FALSE,TRUE,200,0,LockTransform,0;0;180
,e_aq_fireskin_BowFlames,fx_L_bow_s,FALSE,TRUE,200,5,LockTransform,0;0;0
,e_aq_fireskin_BowFlames,fx_R_bow_s,FALSE,TRUE,200,5,LockTransform,0;0;180
,e_aq_fireskin_EyeGlow,fx_L_bow_s,FALSE,TRUE,200,0,LockTransform,0;0;0
,e_aq_fireskin_EyeGlow,fx_R_bow_s,FALSE,TRUE,200,0,LockTransform,0;0;180
,e_aq_fireskin_FlamesArrow2,spear_s,FALSE,TRUE,500,5,LockTransform,0;0;0
,e_aq_fireskin_Embers,head_s,FALSE,TRUE,500,0,LockTransform,0;0;0
,e_aq_fireskin_Embers02,head_s,FALSE,TRUE,500,0,LockTransform,0;0;0
,e_aq_fireskin_CheerBurst,head_s,FALSE,TRUE,500,-25,LockTransform,90;0;0
,e_aq_fireskin_CheerBurst2,head_s,FALSE,TRUE,500,-25,LockTransform,90;0;0
,e_aq_fireskin_CheerEmbers,head_s,FALSE,TRUE,1000,-25,Transform,0;0;0
,e_aq_fireskin_CheerEmbers2,head_s,FALSE,TRUE,1000,-25,Transform,0;0;0
,e_aq_fireskin_CheerCharge,chest_s,FALSE,TRUE,500,100,Transform,0;0;0
ps_aq_fireskin_Sleep,e_aq_fireskin_Embers02,head_s,FALSE,TRUE,500,0,Transform,0;90;0
,e_aq_fireskin_HairGlow,head_s,FALSE,TRUE,500,0,LockTransform,0;100;25
,e_aq_fireskin_Embers,head_s,FALSE,TRUE,500,0,LockTransform,0;0;0
ps_aq_fireskin_Stunned,e_aq_fireskin_Embers02,head_s,FALSE,TRUE,500,0,Transform,0;90;0
,e_aq_fireskin_HairGlow,head_s,FALSE,TRUE,500,0,LockTransform,0;100;25
,e_aq_fireskin_Embers,head_s,FALSE,TRUE,500,0,LockTransform,0;0;0
ps_bk_fireskin_Wardrobe,e_bk_fireskin_FlamesLowWardrobe01,head_s,FALSE,TRUE,500,0,LockTransform,50;90;15
,e_bk_fireskin_FlamesLowWardrobe02,head_s,FALSE,TRUE,200,25,LockTransform,50;90;15
,e_bk_fireskin_SwordFlames_Delay,fx_sword_s,TRUE,TRUE,500,0,LockTransform,0;90;0
,e_bk_fireskin_HeadFlamestrail,head_s,FALSE,TRUE,500,15,Transform,50;90;15
,e_bk_fireskin_HeadFlamestrail2,head_s,FALSE,TRUE,500,-5,Transform,50;90;15
,e_bk_fireskin_HeadFlamestrailGlow,head_s,FALSE,TRUE,500,0,Transform,50;90;15
,e_bk_fireskin_WardrobeSwordPull,fx_mouth_s,FALSE,TRUE,500,0,Transform,0;90;0
,e_bk_fireskin_WardrobeSwordPull_Embers,fx_mouth_s,FALSE,TRUE,500,0,Transform,0;90;0
,e_bk_fireskin_FlamesBurstWardrobe,fx_sword_s,FALSE,TRUE,500,0,LockTransform,0;0;0
,e_bk_fireskin_EmberAttackWardrobe,fx_sword_s,TRUE,TRUE,500,0,Transform,0;0;0
,e_bk_fireskin_EmbersFastWardrobe,head_s,FALSE,TRUE,500,0,LockTransform,50;90;15
,e_bk_fireskin_FlamesFastWardrobe,head_s,FALSE,TRUE,500,0,LockTransform,50;90;15
,e_bk_fireskin_FlamesFastWardrobe2,head_s,FALSE,TRUE,500,25,LockTransform,50;90;15
,e_bk_fireskin_HeadFlamesWardrobe01,head_s,FALSE,TRUE,500,-5,LockTransform,50;90;15
,e_bk_fireskin_HeadFlamesWardrobe02,head_s,FALSE,TRUE,500,18,LockTransform,50;90;15
,e_bk_fireskin_EmbersWardrobe,head_s,FALSE,TRUE,500,0,LockTransform,50;90;15
,e_bk_fireskin_EmberTrail,fx_L_arm_4_s,FALSE,TRUE,500,0,Origin,0;90;0
,e_bk_fireskin_FlamesMouth_delay,fx_mouth_s,FALSE,TRUE,500,0,LockTransform,-70;0;0
,e_bk_fireskin_WardrobeLava,R_wrist_s,FALSE,TRUE,500,0,Transform,0;0;0
,e_bk_fireskin_HandSparkBurst,R_wrist_s,FALSE,TRUE,100,0,LockTransform,0;0;0
,e_bk_fireskin_HandSparks,R_wrist_s,FALSE,TRUE,100,0,Transform,0;0;0
,e_bk_fireskin_LavaSplatGround,R_elbow_s,FALSE,TRUE,1000,0,Transform,90;0;90
,e_bk_fireskin_LavaSplatHand,R_elbow_s,FALSE,TRUE,1000,0,Transform,0;0;0
ps_aq_fireskin_Wardrobe,e_aq_fireskin_BowFlamesTrailWardrobe,fx_L_bow_s,FALSE,TRUE,200,0,LockTransform,0;0;0
,e_aq_fireskin_BowFlamesTrailWardrobe,fx_R_bow_s,FALSE,TRUE,200,0,LockTransform,0;0;180
,e_aq_fireskin_BowFlamesWardrobe,fx_L_bow_s,FALSE,TRUE,200,5,LockTransform,0;0;0
,e_aq_fireskin_BowFlamesWardrobe,fx_R_bow_s,FALSE,TRUE,200,5,LockTransform,0;0;180
,e_aq_fireskin_Embers,head_s,FALSE,TRUE,500,0,LockTransform,0;0;0
,e_aq_fireskin_HairGlow,head_s,FALSE,TRUE,1500,25,LockTransform,15;100;25
,e_aq_fireskin_FlamesBurstWardrobe,chest_s,FALSE,TRUE,500,0,Transform,0;0;0
,e_aq_fireskin_BowFlamesFastWardrobe,fx_L_bow_s,FALSE,TRUE,500,5,LockTransform,0;15;0
,e_aq_fireskin_BowFlamesFastWardrobe,fx_R_bow_s,FALSE,TRUE,500,5,LockTransform,0;15;180
,e_aq_fireskin_EyeBurstWardrobe,fx_L_bow_s,FALSE,TRUE,500,0,LockTransform,0;0;0
,e_aq_fireskin_EyeBurstWardrobe,fx_R_bow_s,FALSE,TRUE,500,0,LockTransform,0;0;180
,e_aq_fireskin_EyeFlamesHeadWardrobe_L,head_s,FALSE,TRUE,500,0,LockTransform,0;0;0
,e_aq_fireskin_EyeFlamesHeadWardrobe_R,head_s,FALSE,TRUE,500,0,LockTransform,0;180;0
,e_aq_fireskin_EyeFlamesHeadWardrobeSpawn_L,head_s,FALSE,TRUE,500,0,LockTransform,0;0;0
,e_aq_fireskin_EyeFlamesHeadWardrobeSpawn_R,head_s,FALSE,TRUE,500,0,LockTransform,0;180;0
,e_aq_fireskin_WardrobeGlow,chest_s,FALSE,TRUE,2000,0,LockTransform,0;0;0
,e_aq_fireskin_EmberBurstWardrobe2,head_s,FALSE,TRUE,500,0,Transform,0;-90;0
,e_aq_fireskin_WardrobeRay,chest_s,FALSE,TRUE,1000,-10,Transform,0;0;0
,e_aq_fireskin_LavaFlames01,lava01_main_s,FALSE,TRUE,100,15,LockTransform,180;0;0
,e_aq_fireskin_LavaFlameBurst2,lava01_main_s,FALSE,TRUE,1000,10,Transform,0;0;0
,e_aq_fireskin_LavaFlamesBurstGlow,lava01_main_s,FALSE,TRUE,2500,0,LockTransform,0;0;0
,e_aq_fireskin_LavaFlameTrail,lava01_main_s,FALSE,TRUE,2500,0,Transform,0;0;0
,e_aq_fireskin_LavaburstEmbers,lava01_main_s,FALSE,TRUE,100,0,Transform,0;0;0
,e_aq_fireskin_LavaburstEmbers2,lava01_main_s,FALSE,TRUE,100,0,Transform,0;0;0
,e_aq_fireskin_LavaTrails,lava01_main_s,FALSE,TRUE,100,0,Transform,0;0;0
,e_aq_fireskin_LavaTrails,lava02_main_s,FALSE,TRUE,100,0,Transform,0;0;0
,e_aq_fireskin_LavaTrails,lava03_main_s,FALSE,TRUE,100,0,Transform,0;0;0
,e_aq_fireskin_LavaTrails,lava04_main_s,FALSE,TRUE,100,0,Transform,0;0;0
,e_aq_fireskin_LavaTrails,lava05_main_s,FALSE,TRUE,100,0,Transform,0;0;0
,e_bk_fireskin_HeadFlamestrailGlow,head_s,FALSE,FALSE,500,0,Transform,50;90;15
ps_rc_iceSkin_Sleep,e_rc_iceSkin_SleepZ,fx-L_crown_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_rc_iceSkin_SleepSmoke,fx-L_crown_s,TRUE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_SleepSparkle,fx-L_crown_s,TRUE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_SpearSparkle,fx_spear01_s,FALSE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_SnowFall,root_s,FALSE,TRUE,0,0,Origin,0;0;0
ps_rc_iceSkin_Attack,e_rc_iceSkin_SpearSmoke,fx_spear01_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_rc_iceSkin_SpearSparkle,fx_spear01_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_rc_iceSkin_ShieldSparkle,fx_shield05_s,FALSE,TRUE,1000,0,Transform,0;0;0
ps_rc_iceSkin_Idle,e_rc_iceSkin_SpearSmoke,fx_spear01_s,FALSE,TRUE,3000,0,Transform,0;0;0
,e_rc_iceSkin_SpearSparkle,fx_spear01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_rc_iceSkin_ShieldSparkle,fx_shield05_s,FALSE,TRUE,1000,0,Transform,0;0;0
ps_rc_iceSkin_Walk,e_rc_iceSkin_SpearSmoke,fx_spear01_s,FALSE,TRUE,3000,0,Transform,0;0;0
,e_rc_iceSkin_SpearSparkle,fx_spear01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_rc_iceSkin_ShieldGroundSlide,root_s,FALSE,TRUE,1000,0,LockTransform,0;180;90
,e_rc_iceSkin_ShieldGroundSparkle,fx_shield05_s,FALSE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_ShieldGroundSmoke,fx_shield05_s,FALSE,FALSE,0,0,Origin,0;0;0
ps_rc_iceSkin_Die,e_rc_iceSkin_ShieldStaticSpark,fx_spear01_s,FALSE,TRUE,1000,0,Origin,0;0;0
,e_rc_iceSkin_ShieldStaticSpark,fx_spear02_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_rc_iceSkin_SnowFall,root_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_rc_iceSkin_ShieldStaticSpark,fx_shield05_s,FALSE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_ShieldStaticSpark,fx_shield02_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_rc_iceSkin_StunSmoke,root_s,FALSE,TRUE,0,0,Origin,90;0;0
,e_rc_iceSkin_DiePuddle,root_s,FALSE,TRUE,0,0,Origin,0;0;0
ps_rc_iceSkin_Wardrobe,e_rc_iceSkin_WD_Puddle01,fx_shield05_s,FALSE,TRUE,0,0,Origin,90;0;0
,e_rc_iceSkin_WD_JumpImpact01,fx_shield05_s,FALSE,TRUE,125,0,Origin,90;0;0
,e_rc_iceSkin_WD_ShieldSparkle,fx_shield05_s,FALSE,TRUE,125,0,Transform,0;0;0
,e_rc_iceSkin_WD_ShieldSmoke,fx_shield05_s,FALSE,TRUE,125,0,Origin,0;0;0
,e_rc_iceSkin_WD_ShieldGlowTrail,fx_shield04_s,FALSE,TRUE,125,0,Transform,0;0;0
,e_rc_iceSkin_WD_Puddle02,fx_shield05_s,FALSE,TRUE,0,0,Origin,90;0;0
,e_rc_iceSkin_WD_JumpImpact02,fx_shield05_s,FALSE,TRUE,500,0,Origin,90;0;0
,e_rc_iceSkin_WD_ShieldIceTrail,fx_shield05_s,FALSE,TRUE,125,0,Origin,0;0;0
,e_rc_iceSkin_WD_ShieldIceTrail02,fx_shield05_s,FALSE,TRUE,250,0,Transform,0;0;0
,e_rc_iceSkin_WD_AuraTrail,fx_shield05_s,FALSE,TRUE,500,0,Transform,0;0;0
,e_rc_iceSkin_WD_SpearSparkle,fx_spear01_s,FALSE,TRUE,125,0,Origin,0;0;0
,e_rc_iceSkin_WD_SpearSmoke,fx_spear01_s,FALSE,TRUE,125,0,Origin,0;0;0
,e_rc_iceSkin_WD_SpearSparkle,fx_shield05_s,FALSE,TRUE,125,0,Origin,0;0;0
,e_rc_iceSkin_WD_EndSpark,fx_spear01_s,FALSE,TRUE,125,0,Origin,0;0;0
,e_rc_iceSkin_WD_Puddle03,root_s,FALSE,TRUE,1300,0,Origin,0;0;0
,e_rc_iceSkin_WD_JumpImpact03,root_s,FALSE,TRUE,1000,0,Origin,90;0;0
ps_rc_iceSkin_Menu,e_rc_iceSkin_SpearSmoke,fx_spear01_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_rc_iceSkin_SpearSparkle,fx_spear01_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_rc_iceSkin_ShieldSparkle,fx_shield05_s,FALSE,TRUE,1000,0,Transform,0;0;0
ps_rc_iceSkin_Upgrade,e_rc_iceSkin_SleepZ,fx-L_crown_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_rc_iceSkin_SleepSmoke,fx-L_crown_s,TRUE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_SleepSparkle,fx-L_crown_s,TRUE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_SpearSparkle,fx_spear01_s,FALSE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_ShieldSparkle,fx_shield05_s,FALSE,TRUE,0,0,Origin,0;0;0
,e_rc_iceSkin_SnowFall,root_s,FALSE,TRUE,0,0,Origin,0;0;0
ps_rc_iceSkin_Cheer,e_rc_iceSkin_SpearSmoke,fx_spear01_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_rc_iceSkin_SpearSparkle,fx_spear01_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_rc_iceSkin_ShieldSparkle,fx_shield05_s,FALSE,TRUE,1000,0,Transform,0;0;0
,e_rc_iceSkin_CheerSmokeImpact,root_s,FALSE,TRUE,6000,0,Origin,90;0;0
,e_rc_iceSkin_CheerSparkle,root_s,FALSE,TRUE,6000,0,Origin,0;0;0
,e_rc_iceSkin_CheerSmokeImpact02,root_s,FALSE,TRUE,6000,0,Origin,90;0;0
ps_rc_iceSkin_Jump,e_rc_iceSkin_SpearSmoke,fx_spear01_s,FALSE,TRUE,3000,0,Transform,0;0;0
,e_rc_iceSkin_SpearSparkle,fx_spear01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_rc_iceSkin_ShieldSparkle,fx_shield05_s,FALSE,TRUE,1000,0,Transform,0;0;0
,e_rc_iceSkin_JumpImpact,root_s,FALSE,TRUE,1000,0,Origin,90;0;0
ps_gw_iceSkin_Sleep,e_gw_iceSkin_StaffSparkle,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_SleepZ,head_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_SleepSparkle,head_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_SleepBreath,head_s,FALSE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_SleepSmoke,fx_snowflake01_s,FALSE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_SnowFall,root_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_gw_iceSkin_CapeSmoke,fx_cape_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_gw_iceSkin_CapeSparkle,fx_cape_s,FALSE,TRUE,1000,0,Origin,180;0;0
ps_gw_iceSkin_Cheer,e_gw_iceSkin_StaffSmoke,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_StaffSparkle,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_CapeSmoke,fx_cape_s,FALSE,TRUE,3000,0,Origin,180;0;0
,e_gw_iceSkin_CapeSparkle,fx_cape_s,FALSE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_CheerSparkle,fx_snowflake01_s,FALSE,TRUE,3000,0,Origin,0;0;0
ps_gw_iceSkin_Die,e_gw_iceSkin_StaffStaticSpark,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_SnowFall,fx_hair_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_StunSmoke,fx_hair_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_gw_iceSkin_DiePuddle,root_s,FALSE,TRUE,0,0,Origin,0;0;0
ps_gw_iceSkin_Menu,e_gw_iceSkin_StaffSmoke,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_StaffSparkle,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_CapeSmoke,fx_cape_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_gw_iceSkin_CapeSparkle,fx_cape_s,FALSE,TRUE,1000,0,Origin,180;0;0
ps_gw_iceSkin_Wardrobe,e_gw_iceSkin_WD_AuraTrail,fx_cape_s,TRUE,TRUE,1500,0,Transform,0;0;0
,e_gw_iceSkin_WD_SparkleTrail,fx_cape_s,TRUE,TRUE,250,0,Transform,0;0;0
,e_gw_iceSkin_WD_landImpact,root_s,FALSE,TRUE,250,0,Origin,90;0;0
,e_gw_iceSkin_WD_Puddle,fX_staff07_s,FALSE,TRUE,100,0,Origin,0;0;0
,e_gw_iceSkin_WD_SmokeTrail,fx_cape_s,FALSE,TRUE,1500,0,Transform,0;0;0
,e_gw_iceSkin_WD_StaffSmoke,staff_s,FALSE,TRUE,500,0,Transform,0;0;0
,e_gw_iceSkin_WD_Flare,fX_staff07_s,FALSE,TRUE,6000,0,LockTransform,0;0;0
,e_gw_iceSkin_WD_StaffImpact,fX_staff07_s,FALSE,TRUE,100,0,Origin,90;0;0
,e_gw_iceSkin_WD_FlakeSparkle,root_s,FALSE,TRUE,250,0,Origin,0;0;-90
,e_gw_iceSkin_WD_StaffSparkle,staff_s,FALSE,TRUE,125,0,Transform,0;0;0
,e_gw_iceSkin_WD_StaffMagicGather,staff_s,FALSE,TRUE,125,0,Transform,0;0;0
,e_gw_iceSkin_WD_StaffGatherSparks,staff_s,FALSE,TRUE,125,0,Transform,0;0;0
,e_gw_iceSkin_WD_StaffSparkTrail,staff_s,FALSE,TRUE,125,0,Transform,0;0;0
,e_gw_iceSkin_WD_CapeSparkle,fx_cape_s,FALSE,TRUE,100,0,Transform,0;0;90
,e_gw_iceSkin_WD_CapeSmoke,fx_cape_s,FALSE,TRUE,500,0,Transform,90;0;0
,e_gw_iceSkin_WD_StaffGlowTrail,staff_s,FALSE,TRUE,125,0,Transform,0;0;0
,e_gw_iceSkin_WD_StaffFlare,staff_s,FALSE,TRUE,600,0,Transform,0;0;0
,e_gw_iceSkin_WD_Levitate,root_s,FALSE,TRUE,500,0,Transform,0;0;0
ps_gw_iceSkin_Attack,e_gw_iceSkin_StaffSmoke,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_StaffSparkle,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_CapeSmoke,fx_cape_s,FALSE,TRUE,3000,0,Origin,180;0;0
,e_gw_iceSkin_CapeSparkle,fx_cape_s,FALSE,TRUE,1000,0,Origin,0;0;0
ps_gw_iceSkin_Idle,e_gw_iceSkin_StaffSmoke,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_StaffSparkle,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_CapeSparkle,fx_cape_s,FALSE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_CapeSmoke,fx_cape_s,FALSE,TRUE,3000,0,Origin,180;0;0
ps_gw_iceSkin_Walk,e_gw_iceSkin_StaffSmoke,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_StaffSparkle,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_CapeSparkle,fx_cape_s,FALSE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_CapeSmoke,fx_cape_s,FALSE,TRUE,3000,0,Origin,180;0;0
ps_gw_iceSkin_DieFly,e_gw_iceSkin_StaffSparkle,fx_snowflake01_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_DieSnowFall,fx_hair_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_StunSmoke,fx_hair_s,FALSE,TRUE,3000,0,Transform,0;0;0
,e_gw_iceSkin_StaffSmoke,staff_s,FALSE,TRUE,1000,0,Origin,0;0;0
ps_gw_iceSkin_CheerFly,e_gw_iceSkin_StaffSmoke,fx_snowflake07_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_StaffSparkle,fx_snowflake07_s,TRUE,TRUE,1000,0,Transform,0;0;0
,e_gw_iceSkin_CapeSmoke,fx_cape_s,FALSE,TRUE,3000,0,Origin,180;0;0
,e_gw_iceSkin_CapeSparkle,fx_cape_s,FALSE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_CheerSparkleFly,fx_snowflake07_s,FALSE,TRUE,3000,0,Origin,0;0;0
ps_gw_iceSkin_SleepFly,e_gw_iceSkin_SleepZ,head_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_SleepSparkle,head_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_SleepBreath,head_s,TRUE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_SleepSmoke,fx_snowflake01_s,FALSE,TRUE,1000,0,Origin,0;0;0
,e_gw_iceSkin_SnowFall,root_s,FALSE,TRUE,3000,0,Origin,0;0;0
,e_gw_iceSkin_SleepSmokeFly,fx_snowflake07_s,FALSE,TRUE,3000,0,Origin,0;0;90
skin_minion_LNY2025_wardrobe,skin_minion_LNY2025_smoke_01,,FALSE,TRUE,3000,25,Origin,0;0;0
,skin_minion_LNY2025_lz_01,stick_s,FALSE,TRUE,1000,60,LockTransform,0;0;0
,skin_minion_LNY2025_lz_02,,FALSE,TRUE,1000,60,LockTransform,0;0;0
,skin_minion_LNY2025_ring_01,,FALSE,TRUE,1000,60,LockTransform,0;0;0
,skin_minion_LNY2025_shine_01,shitou_0_s,FALSE,TRUE,1000,60,LockTransform,0;0;0
,skin_minion_LNY2025_lz_03,,TRUE,TRUE,3000,60,LockTransform,0;0;0
,skin_minion_LNY2025_lz_04,,TRUE,TRUE,3000,60,LockTransform,0;0;0
,skin_minion_LNY2025_smoke_03,,FALSE,TRUE,3000,25,Origin,0;0;0
,skin_minion_LNY2025_glow_01,stick_s,FALSE,TRUE,1000,60,LockTransform,0;0;0
,skin_minion_LNY2025_stone_01,,FALSE,TRUE,1000,60,LockTransform,0;0;0
skin_rc_LNY2025_wardrobe,skin_rc_LNY2025_fire_lizi_01,,FALSE,TRUE,1000,10,LockTransform,0;0;0
,skin_rc_LNY2025_fire_lizi_04,gun_s,FALSE,TRUE,2000,10,LockTransform,0;0;0
,skin_rc_LNY2025_fire_lizi_05,gun_s,FALSE,TRUE,2000,10,LockTransform,0;0;0
,skin_rc_LNY2025_glow_01,gun_s,FALSE,TRUE,1000,10,LockTransform,0;0;0
,skin_rc_LNY2025_glow_02,gun_s,FALSE,TRUE,1000,10,LockTransform,0;0;0
skin_bk_LNY2025_wardrobe,skin_bk_LNY2025_ring_01,,TRUE,TRUE,2000,0,LockTransform,0;0;0
,skin_bk_LNY2025_ring_02,,TRUE,TRUE,2000,0,LockTransform,0;0;0
,skin_bk_LNY2025_glow_01,,TRUE,TRUE,2000,0,LockTransform,0;0;0
,skin_bk_LNY2025_glow_02,,TRUE,TRUE,3000,0,LockTransform,0;0;0
,skin_bk_LNY2025_glow_03,,TRUE,TRUE,3000,0,LockTransform,0;0;0
,skin_bk_LNY2025_shine_01,,FALSE,TRUE,3000,0,Origin,0;0;0
,skin_bk_LNY2025_bao_01,,FALSE,TRUE,3000,0,Origin,0;0;0
,skin_bk_LNY2025_arrow_01,,FALSE,TRUE,3000,0,Origin,0;0;0
,skin_bk_LNY2025_arrow_02,,FALSE,TRUE,3000,0,Origin,0;0;0
skin_gw_LNY2025_wardrobe,skin_gw_LNY2025_smoke_01,Cloud_s,FALSE,FALSE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_smoke_02,,FALSE,FALSE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_shuye_01,R_wrist_s,TRUE,TRUE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_shuye_02,weapons_spine_1_s,TRUE,TRUE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_lizi_01,R_wrist_s,TRUE,TRUE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_glow_01,R_wrist_s,TRUE,TRUE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_glow_02,weapon_eye_01_s,TRUE,TRUE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_glow_02,weapon_eye_02_s,TRUE,TRUE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_sparks_ingame_01,,TRUE,TRUE,3000,0,Origin,0;0;0
,skin_gw_LNY2025_pillglow_01,Pill_s,TRUE,TRUE,3000,0,Origin,0;0;0
skin_aq_LNY2025_wardrobe,skin_aq_LNY2025_water_01,,TRUE,TRUE,1000,0,LockTransform,0;0;0
,skin_aq_LNY2025_water_02,,TRUE,TRUE,1000,0,LockTransform,0;0;0
,skin_aq_LNY2025_water_03,,TRUE,TRUE,1000,0,LockTransform,0;0;0
,skin_aq_LNY2025_water_04,,FALSE,TRUE,1000,0,LockTransform,0;0;0
,skin_aq_LNY2025_water_05,,TRUE,TRUE,1000,0,LockTransform,0;0;0
,skin_aq_LNY2025_water_06,,FALSE,TRUE,1000,0,LockTransform,0;0;0
,skin_aq_LNY2025_water_08,,TRUE,TRUE,1000,0,LockTransform,0;0;0
,skin_aq_LNY2025_water_07,,TRUE,TRUE,1000,0,LockTransform,0;0;0
skin_gw_LNY2025_celebrate,skin_gw_LNY2025_ring_01,base_s,FALSE,TRUE,3000,0,LockTransform,0;0;0
skin_gw_LNY2025_walk,skin_gw_LNY2025_glow_02,R_wrist_s,TRUE,TRUE,500,0,Origin,0;0;0
,skin_gw_LNY2025_sparks_ingame,Root,FALSE,TRUE,200,0,Origin,90;0;0
,skin_gw_LNY2025_shuye_02,R_wrist_s,TRUE,TRUE,500,0,Origin,0;0;0
,skin_gw_LNY2025_lizi_01,R_wrist_s,TRUE,TRUE,500,0,Origin,0;0;0
skin_monion_LNY2025_celebrate,skin_minion_LNY2025_glow_02,stick_s,FALSE,TRUE,1000,60,LockTransform,0;0;0
,skin_minion_LNY2025_lz_01,stick_s,FALSE,TRUE,1000,60,LockTransform,0;0;0
,skin_minion_LNY2025_smoke_02,chest_s,FALSE,TRUE,2000,25,Origin,0;0;0
skin_minion_LNY2025_idle,skin_minion_LNY2025_lz_01,stick_s,FALSE,TRUE,500,60,LockTransform,0;0;0
skin_rc_LNY2025_idle,skin_rc_LNY2025_fire_lizi_02,gun_s,FALSE,TRUE,500,0,LockTransform,0;0;0
,skin_rc_LNY2025_fire_lizi_03,gun_s,FALSE,TRUE,500,0,LockTransform,0;0;0
skin_bk_LNY2025_idle,skin_bk_LNY2025_lizi_02,,TRUE,TRUE,500,0,Origin,0;0;0
skin_aq_LNY2025_idle,skin_aq_LNY2025_water_10,,FALSE,TRUE,500,0,LockTransform,0;0;0
,skin_aq_LNY2025_water_06_ingame,,FALSE,TRUE,1200,0,Origin,0;0;0
skin_bk_LNY2025_celebrate,skin_bk_LNY2025_glow_05,,TRUE,TRUE,2000,0,LockTransform,0;0;0
,skin_bk_LNY2025_shine_02,,FALSE,TRUE,3000,0,Origin,0;0;0
