Barbarian,,,,,,,,,,,,,,,,,,
,,FALSE,1,,tiny_balloon3_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,FALSE,1,20,tiny_balloon3_attack1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,,FALSE,5,20,tiny_balloon3_attack1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,FALSE,4,,tiny_balloon3_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,,FALSE,1,,tiny_balloon3_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,tiny_balloon3_die1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
New Balloon4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,FALSE,,,tiny_balloon4_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,idle,FALSE,1,,tiny_balloon4_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,,FALSE,1,,tiny_balloon4_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,FALSE,1,20,tiny_balloon4_attack1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,,FALSE,5,20,tiny_balloon4_attack1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,FALSE,4,,tiny_balloon4_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,,FALSE,1,,tiny_balloon4_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,tiny_balloon4_die1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
New Balloon5,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,FALSE,,,tiny_balloon5_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,idle,FALSE,1,,tiny_balloon5_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,,FALSE,1,,tiny_balloon5_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,FALSE,1,20,tiny_balloon5_attack1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,,FALSE,5,20,tiny_balloon5_attack1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,FALSE,4,,tiny_balloon5_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,,FALSE,1,,tiny_balloon5_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,tiny_balloon5_die1,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
Healer,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,healer1_run1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,idle,TRUE,10,,healer1_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,TRUE,1,10,healer1_attack1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,TRUE,1,,healer1_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
Healer2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,healer2_run1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,idle,TRUE,10,,healer2_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,TRUE,1,10,healer2_attack1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,TRUE,1,,healer2_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
Healer3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,healer3_run1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,idle,TRUE,10,,healer3_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,TRUE,1,10,healer3_attack1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,TRUE,1,,healer3_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
Healer4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,healer4_run1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,idle,TRUE,10,,healer4_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,TRUE,1,10,healer4_attack1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,TRUE,1,,healer4_idle1,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
Wizard,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,wizard1_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,10,,wizard1_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,14,wizard1_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,wizard1_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Wizard2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,wizard2_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,10,,wizard2_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,14,wizard2_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,wizard2_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Wizard3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,wizard3_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,10,,wizard3_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,14,wizard3_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,wizard3_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Wizard6,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,wizard6_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,10,,wizard6_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,14,wizard6_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,wizard6_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Wizard7,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,wizard7_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,10,,wizard7_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,14,wizard7_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,wizard7_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Wizard8,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,wizard8_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,10,,wizard8_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,14,wizard8_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,wizard8_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Wizard9,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,wizard9_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,10,,wizard9_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,14,wizard9_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,wizard9_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Wizard10,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,wizard10_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,10,,wizard10_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,14,wizard10_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,wizard10_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Worker,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,worker_walk1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,1,,worker_idle1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,1,,worker_idle1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,1,,worker_idle1,TRUE,TRUE,,,,,,,,,,,
,busy,TRUE,1,10,worker_build1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,1,10,worker_build2,TRUE,TRUE,,,,,,,,,,,
,work1,FALSE,1,,worker_heroUpgrade1,TRUE,TRUE,,,,,,,,,,,
,work2,TRUE,1,10,worker_build1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,1,10,worker_build2,TRUE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,worker_idle3,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Villager,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,villagergirl_walk1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,1,,villagergirl_idle1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,1,,villagergirl_idle2,TRUE,TRUE,,,,,,,,,,,
,busy,TRUE,1,10,villagergirl_idle1,FALSE,TRUE,,,,,,,,,,,
,,TRUE,1,10,villagergirl_idle2,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,5,,villagergirl_cheer1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,2,,villagergirl_idle1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,1,,villagergirl_idle2,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
PEKKA,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,pekka_walk1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,1,,pekka_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,12,pekka_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,pekka_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
PEKKA2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,pekka2_walk1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,1,,pekka2_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,1,12,pekka2_attack1,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,1,,pekka2_idle1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
PEKKA3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,,,,
,walk,TRUE,,,pekka2_walk1,TRUE,TRUE,178,127,102,15,10,0,120,,,,
,idle,TRUE,1,,pekka2_idle1,TRUE,TRUE,178,127,102,15,10,0,120,,,,
,attack,TRUE,1,12,pekka2_attack1,FALSE,TRUE,178,127,102,15,10,0,120,,,,
,celebrate,TRUE,1,,pekka2_idle1,TRUE,TRUE,178,127,102,15,10,0,120,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,200,,,,
PEKKA4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,,,,
,walk,TRUE,,,pekka4_walk1,TRUE,TRUE,255,255,255,0,0,0,100,,,,
,idle,TRUE,1,,pekka4_idle1,TRUE,TRUE,255,255,255,0,0,0,100,,,,
,attack,TRUE,1,12,pekka4_attack1,FALSE,TRUE,255,255,255,0,0,0,100,,,,
,,TRUE,1,10,pekka4_attack2,FALSE,TRUE,255,255,255,0,0,0,100,,,,
,celebrate,TRUE,1,,pekka4_idle1,TRUE,TRUE,255,255,255,0,0,0,100,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,200,,,,
PEKKA5,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,,,,
,walk,TRUE,,,pekka5_walk1,TRUE,TRUE,255,255,255,0,0,0,120,,,,
,idle,TRUE,1,,pekka5_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,,,
,attack,TRUE,1,12,pekka5_attack1,FALSE,TRUE,255,255,255,0,0,0,120,,,,
,,TRUE,1,10,pekka5_attack2,FALSE,TRUE,255,255,255,0,0,0,120,,,,
,celebrate,TRUE,1,,pekka5_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,200,,,,
PEKKA6,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,,,,
,walk,TRUE,,,pekka6_walk1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,idle,TRUE,1,,pekka6_idle1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,attack,TRUE,1,12,pekka6_attack1,FALSE,TRUE,255,255,255,0,0,0,125,,,,
,,TRUE,1,10,pekka6_attack2,FALSE,TRUE,255,255,255,0,0,0,125,,,,
,celebrate,TRUE,1,,pekka6_idle1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,200,,,,
PEKKA7,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,,,,
,walk,TRUE,,,pekka7_walk1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,idle,TRUE,1,,pekka7_idle1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,attack,TRUE,1,12,pekka7_attack1,FALSE,TRUE,255,255,255,0,0,0,125,,,,
,,TRUE,1,10,pekka7_attack2,FALSE,TRUE,255,255,255,0,0,0,125,,,,
,celebrate,TRUE,1,,pekka7_idle1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,200,,,,
PEKKA8,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,,,,
,walk,TRUE,,,pekka8_walk1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,idle,TRUE,1,,pekka8_idle1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,attack,TRUE,1,12,pekka8_attack1,FALSE,TRUE,255,255,255,0,0,0,125,,,,
,,TRUE,1,10,pekka8_attack2,FALSE,TRUE,255,255,255,0,0,0,125,,,,
,celebrate,TRUE,1,,pekka8_idle1,TRUE,TRUE,255,255,255,0,0,0,125,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,200,,,,
PEKKA9,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,,,,
,walk,TRUE,,,pekka9_walk1,TRUE,TRUE,255,255,255,0,0,0,130,,,,
,idle,TRUE,1,,pekka9_idle1,TRUE,TRUE,255,255,255,0,0,0,130,,,,
,attack,TRUE,1,12,pekka9_attack1,FALSE,TRUE,255,255,255,0,0,0,130,,,,
,,TRUE,1,10,pekka9_attack2,FALSE,TRUE,255,255,255,0,0,0,130,,,,
,celebrate,TRUE,1,,pekka9_idle1,TRUE,TRUE,255,255,255,0,0,0,130,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,200,,,,
PEKKA1_new,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,SyncChildAnimations,SWF,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,boolean,String,,
,walk,TRUE,,,pekka_adv_lvl1_walk1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,idle,TRUE,1,,pekka_adv_lvl1_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,attack,TRUE,1,12,pekka_adv_lvl1_attack1,FALSE,TRUE,255,255,255,0,0,0,120,TRUE,sc/characters.sc,,
,celebrate,TRUE,1,,pekka_adv_lvl1_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,255,255,255,0,0,0,120,,,,
PEKKA2_new,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,SyncChildAnimations,SWF,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,boolean,String,,
,walk,TRUE,,,pekka_adv_lvl2_walk1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,idle,TRUE,1,,pekka_adv_lvl2_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,attack,TRUE,1,12,pekka_adv_lvl2_attack1,FALSE,TRUE,255,255,255,0,0,0,120,TRUE,sc/characters.sc,,
,celebrate,TRUE,1,,pekka_adv_lvl2_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,die,FALSE,1,,pekka_special_lvl1_death,FALSE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
PEKKA3_new,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,SyncChildAnimations,SWF,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,boolean,String,,
,walk,TRUE,,,pekka_adv_lvl3_walk1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,idle,TRUE,1,,pekka_adv_lvl3_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,attack,TRUE,1,12,pekka_adv_lvl3_attack1,FALSE,TRUE,255,255,255,0,0,0,120,TRUE,sc/characters.sc,,
,celebrate,TRUE,1,,pekka_adv_lvl3_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,die,FALSE,1,,pekka_special_lvl2_death,FALSE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
PEKKA4_new,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,SyncChildAnimations,SWF,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,boolean,String,,
,walk,TRUE,,,pekka_adv_lvl5_walk1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,idle,TRUE,1,,pekka_adv_lvl5_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,attack,TRUE,1,12,pekka_adv_lvl5_attack1,FALSE,TRUE,255,255,255,0,0,0,120,TRUE,sc/characters.sc,,
,celebrate,TRUE,1,,pekka_adv_lvl5_idle1,TRUE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
,die,FALSE,1,,pekka_special_lvl5_death,FALSE,TRUE,255,255,255,0,0,0,120,,sc/characters.sc,,
Gargoyle_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,Gargoyle1_FastFly,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,idle,TRUE,1,,Gargoyle1_fly,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,TRUE,1,8,Gargoyle1_Attack2,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,FALSE,,,Gargoyle1_Attack2_3,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
Gargoyle_lvl2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,SWF,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,String,,,
,walk,TRUE,,,Gargoyle1_FastFly,TRUE,TRUE,256,172,256,0,0,24,100,sc/characters_air.sc,,,
,idle,TRUE,1,,Gargoyle1_fly,TRUE,TRUE,256,172,256,0,0,24,100,sc/characters_air.sc,,,
,attack,TRUE,1,8,Gargoyle1_Attack2,FALSE,TRUE,256,172,256,0,0,24,100,sc/characters_air.sc,,,
,celebrate,FALSE,,,Gargoyle1_Attack2_3,FALSE,TRUE,256,172,256,0,0,24,100,sc/characters_air.sc,,,
,die,FALSE,1,,barbarian_death_1,TRUE,TRUE,,,,,,,100,sc/characters.sc,,,
Gargoyle_lvl3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,Gargoyle3_FastFly,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,idle,TRUE,1,,Gargoyle3_Fly,TRUE,TRUE,sc/characters_air.sc,,,,,,,,,,
,attack,TRUE,1,8,Gargoyle3_Attack2,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,celebrate,FALSE,,,Gargoyle3_Attack2_3,FALSE,TRUE,sc/characters_air.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
Gargoyle_lvl4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,SWF,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,String,,,
,walk,TRUE,,,Gargoyle4_FastFly,TRUE,TRUE,205,166,205,0,0,0,105,sc/characters_air.sc,,,
,idle,TRUE,1,,Gargoyle4_Fly,TRUE,TRUE,205,166,205,0,0,0,105,sc/characters_air.sc,,,
,attack,TRUE,1,8,Gargoyle4_Attack2,FALSE,TRUE,205,166,205,0,0,0,105,sc/characters_air.sc,,,
,celebrate,FALSE,,,Gargoyle4_Attack2_3,FALSE,TRUE,205,166,205,0,0,0,105,sc/characters_air.sc,,,
,die,FALSE,1,,barbarian_death_1,TRUE,TRUE,,,,,,,100,,,,
Gargoyle_lvl5,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,SWF,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,String,,,
